date_obj,Raw%20pike price
2015-03-26,83
2015-03-27,83
2015-03-28,78
2015-03-29,78
2015-03-30,78
2015-03-31,78
2015-04-01,78
2015-04-02,78
2015-04-03,74
2015-04-04,74
2015-04-05,74
2015-04-06,74
2015-04-07,74
2015-04-08,74
2015-04-09,74
2015-04-10,70
2015-04-11,70
2015-04-12,70
2015-04-13,70
2015-04-14,70
2015-04-15,70
2015-04-16,70
2015-04-17,66
2015-04-18,66
2015-04-19,66
2015-04-20,66
2015-04-21,66
2015-04-22,66
2015-04-23,66
2015-04-24,62
2015-04-25,62
2015-04-26,62
2015-04-27,62
2015-04-28,62
2015-04-29,62
2015-04-30,62
2015-05-01,58
2015-05-02,58
2015-05-03,58
2015-05-04,58
2015-05-05,58
2015-05-06,58
2015-05-07,58
2015-05-08,55
2015-05-09,55
2015-05-10,55
2015-05-11,55
2015-05-12,55
2015-05-13,55
2015-05-14,55
2015-05-15,52
2015-05-16,52
2015-05-17,52
2015-05-18,52
2015-05-19,52
2015-05-20,52
2015-05-21,52
2015-05-22,52
2015-05-23,49
2015-05-24,49
2015-05-25,49
2015-05-26,49
2015-05-27,49
2015-05-28,48
2015-05-29,48
2015-05-30,48
2015-05-31,48
2015-06-01,48
2015-06-02,48
2015-06-03,48
2015-06-04,48
2015-06-05,48
2015-06-06,48
2015-06-07,46
2015-06-08,46
2015-06-09,46
2015-06-10,46
2015-06-11,46
2015-06-12,46
2015-06-13,45
2015-06-14,45
2015-06-15,45
2015-06-16,45
2015-06-17,45
2015-06-18,45
2015-06-19,44
2015-06-20,44
2015-06-21,44
2015-06-22,44
2015-06-23,44
2015-06-24,44
2015-06-25,44
2015-06-26,44
2015-06-27,44
2015-06-28,44
2015-06-29,44
2015-06-30,43
2015-07-01,43
2015-07-02,43
2015-07-03,43
2015-07-04,43
2015-07-05,43
2015-07-06,42
2015-07-07,42
2015-07-08,42
2015-07-09,42
2015-07-10,42
2015-07-11,42
2015-07-12,43
2015-07-13,43
2015-07-14,43
2015-07-15,43
2015-07-16,43
2015-07-17,43
2015-07-18,43
2015-07-19,43
2015-07-20,43
2015-07-21,43
2015-07-22,44
2015-07-23,44
2015-07-24,44
2015-07-25,44
2015-07-26,44
2015-07-27,44
2015-07-28,44
2015-07-29,44
2015-07-30,44
2015-07-31,44
2015-08-01,44
2015-08-02,45
2015-08-03,45
2015-08-04,45
2015-08-05,45
2015-08-06,45
2015-08-07,45
2015-08-08,47
2015-08-09,47
2015-08-10,47
2015-08-11,47
2015-08-12,47
2015-08-13,47
2015-08-14,48
2015-08-15,48
2015-08-16,48
2015-08-17,48
2015-08-18,48
2015-08-19,48
2015-08-20,49
2015-08-21,49
2015-08-22,49
2015-08-23,49
2015-08-24,49
2015-08-25,49
2015-08-26,51
2015-08-27,51
2015-08-28,51
2015-08-29,51
2015-08-30,51
2015-08-31,51
2015-09-01,52
2015-09-02,52
2015-09-03,52
2015-09-04,52
2015-09-05,52
2015-09-06,52
2015-09-07,52
2015-09-08,53
2015-09-09,53
2015-09-10,53
2015-09-11,53
2015-09-12,53
2015-09-13,53
2015-09-14,55
2015-09-15,55
2015-09-16,55
2015-09-17,55
2015-09-18,55
2015-09-19,55
2015-09-20,58
2015-09-21,58
2015-09-22,58
2015-09-23,58
2015-09-24,58
2015-09-25,60
2015-09-27,60
2015-09-28,60
2015-09-29,60
2015-09-30,61
2015-10-05,61
2015-10-06,61
2015-10-07,61
2015-10-08,61
2015-10-09,61
2015-10-10,61
2015-10-11,60
2015-10-12,60
2015-10-13,60
2015-10-14,60
2015-10-15,60
2015-10-16,60
2015-10-17,60
2015-10-18,60
2015-10-19,60
2015-10-20,60
2015-10-22,61
2015-10-23,61
2015-10-24,61
2015-10-25,61
2015-10-26,61
2015-10-27,61
2015-10-29,61
2015-10-30,61
2015-10-31,61
2015-11-01,61
2015-11-02,61
2015-11-03,62
2015-11-04,62
2015-11-05,62
2015-11-06,62
2015-11-07,62
2015-11-08,63
2015-11-09,63
2015-11-10,63
2015-11-11,63
2015-11-12,63
2015-11-13,63
2015-11-14,62
2015-11-15,62
2015-11-16,62
2015-11-17,62
2015-11-18,62
2015-11-19,62
2015-11-20,62
2015-11-21,62
2015-11-22,62
2015-11-23,62
2015-11-24,62
2015-11-25,62
2015-11-26,62
2015-11-27,62
2015-11-28,62
2015-11-29,62
2015-11-30,63
2015-12-01,63
2015-12-02,63
2015-12-03,63
2015-12-04,63
2015-12-05,63
2015-12-06,64
2015-12-07,64
2015-12-08,64
2015-12-09,64
2015-12-10,64
2015-12-11,64
2015-12-12,64
2015-12-13,64
2015-12-14,64
2015-12-15,64
2015-12-16,64
2015-12-17,63
2015-12-18,63
2015-12-19,63
2015-12-20,63
2015-12-21,62
2015-12-22,62
2015-12-23,62
2015-12-24,62
2015-12-25,62
2015-12-26,62
