date_obj,Bronze%20chainbody price
2019-08-16,57
2019-08-17,57
2019-08-18,57
2019-08-19,57
2019-08-20,57
2019-08-21,57
2019-08-22,57
2019-08-23,57
2019-08-24,56
2019-08-24,56
2019-08-25,56
2019-08-25,56
2019-08-26,57
2019-08-26,57
2019-08-27,57
2019-08-27,57
2019-08-28,58
2019-08-29,58
2019-08-30,58
2019-08-31,58
2019-09-01,57
2019-09-02,57
2019-09-03,57
2019-09-04,58
2019-09-05,58
2019-09-06,58
2019-09-07,58
2019-09-08,58
2019-09-09,58
2019-09-10,58
2019-09-11,59
2019-09-12,59
2019-09-13,61
2019-09-14,62
2019-09-15,64
2019-09-16,63
2019-09-17,66
2019-09-18,64
2019-09-19,64
2019-09-20,63
2019-09-21,61
2019-09-22,62
2019-09-23,65
2019-09-24,65
2019-09-25,62
2019-09-26,59
2019-09-27,59
2019-09-28,61
2019-09-29,61
2019-09-30,63
2019-10-01,63
2019-10-02,63
2019-10-03,62
2019-10-04,62
2019-10-05,65
2019-10-06,66
2019-10-07,66
2019-10-08,63
2019-10-09,63
2019-10-10,62
2019-10-11,62
2019-10-12,61
2019-10-13,61
2019-10-14,59
2019-10-15,59
2019-10-16,58
2019-10-17,58
2019-10-18,59
2019-10-19,61
2019-10-20,59
2019-10-21,59
2019-10-22,59
2019-10-23,60
2019-10-24,60
2019-10-25,60
2019-10-26,61
2019-10-27,61
2019-10-28,60
2019-10-29,60
2019-10-30,60
2019-10-31,57
2019-11-01,56
2019-11-02,56
2019-11-03,56
2019-11-04,54
2019-11-05,54
2019-11-06,52
2019-11-07,50
2019-11-08,48
2019-11-09,46
2019-11-10,43
2019-11-11,41
2019-11-12,42
2019-11-13,42
2019-11-14,44
2019-11-15,47
2019-11-16,48
2019-11-17,48
2019-11-18,48
2019-11-19,48
2019-11-20,45
2019-11-21,45
2019-11-22,44
2019-11-23,44
2019-11-24,45
2019-11-25,47
2019-11-26,50
2019-11-27,50
2019-11-28,52
2019-11-29,52
2019-11-30,54
2019-12-01,54
2019-12-02,54
2019-12-03,56
2019-12-04,57
2019-12-05,57
2019-12-06,58
2019-12-07,58
2019-12-08,59
2019-12-09,59
2019-12-10,60
2019-12-11,60
2019-12-12,61
2019-12-13,61
2019-12-14,60
2019-12-15,59
2019-12-16,59
2019-12-17,59
2019-12-18,59
2019-12-19,59
2019-12-20,59
2019-12-21,59
2019-12-22,60
2019-12-23,60
2019-12-24,61
2019-12-25,60
2019-12-26,60
2019-12-27,60
2019-12-28,59
2019-12-29,59
2019-12-30,60
2019-12-31,60
2020-01-01,60
2020-01-02,61
2020-01-03,61
2020-01-04,61
2020-01-05,60
2020-01-06,60
2020-01-07,60
2020-01-08,60
2020-01-09,59
2020-01-10,58
2020-01-11,56
2020-01-12,55
2020-01-13,55
2020-01-14,55
2020-01-15,54
2020-01-16,53
2020-01-17,53
2020-01-18,53
2020-01-19,53
2020-01-20,53
2020-01-21,53
2020-01-22,50
2020-01-23,48
2020-01-24,50
2020-01-25,50
2020-01-26,52
2020-01-27,54
2020-01-28,54
2020-01-29,56
2020-01-30,56
2020-01-31,58
2020-02-01,56
2020-02-02,55
2020-02-03,55
2020-02-04,55
2020-02-05,55
2020-02-06,56
2020-02-07,56
2020-02-08,56
2020-02-09,56
2020-02-10,55
2020-02-11,55
2020-02-12,53
2020-02-13,53
2020-02-14,51
2020-02-15,51
2020-02-16,51
2020-02-17,51
2020-02-18,52
2020-02-19,52
2020-02-20,53
2020-02-21,53
2020-02-22,53
2020-02-23,53
2020-02-24,54
2020-02-25,53
2020-02-26,53
2020-02-27,52
2020-02-28,52
2020-02-29,52
2020-03-01,51
2020-03-02,50
2020-03-03,51
2020-03-04,51
2020-03-05,49
2020-03-06,48
2020-03-07,47
2020-03-08,49
2020-03-09,50
2020-03-10,50
2020-03-11,50
2020-03-12,51
2020-03-13,51
2020-03-14,49
2020-03-15,47
2020-03-16,44
2020-03-17,41
2020-03-18,39
2020-03-19,37
2020-03-20,35
2020-03-21,33
2020-03-22,32
2020-03-23,30
2020-03-24,32
2020-03-25,34
2020-03-26,36
2020-03-27,38
2020-03-28,40
2020-03-29,41
2020-03-30,44
2020-03-31,46
2020-04-01,48
2020-04-02,50
2020-04-03,50
2020-04-04,51
2020-04-05,51
2020-04-06,50
2020-04-07,50
2020-04-08,48
2020-04-09,46
2020-04-10,44
2020-04-11,46
2020-04-12,48
2020-04-13,51
2020-04-14,52
2020-04-15,51
2020-04-16,51
2020-04-17,50
2020-04-18,49
2020-04-19,48
2020-04-20,50
2020-04-21,50
2020-04-22,49
2020-04-23,48
2020-04-24,46
2020-04-25,43
2020-04-26,40
2020-04-27,38
2020-04-28,37
2020-04-29,37
2020-04-30,39
2020-05-01,40
2020-05-02,41
2020-05-03,40
2020-05-04,41
2020-05-05,39
2020-05-06,38
2020-05-07,38
2020-05-08,38
2020-05-09,37
2020-05-10,37
2020-05-11,37
2020-05-12,36
2020-05-13,34
