date_obj,Oak%20bird%20house price
2018-01-15,600
2018-01-16,600
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-24,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-31,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,600
2018-03-08,600
2018-03-09,600
2018-03-10,600
2018-03-11,600
2018-03-12,600
2018-03-13,600
2018-03-14,600
2018-03-15,602
2018-03-16,602
2018-03-17,602
2018-03-18,602
2018-03-19,602
2018-03-20,602
2018-03-21,602
2018-03-23,602
2018-03-24,602
2018-03-26,602
2018-03-27,602
2018-03-28,602
2018-03-29,602
2018-03-30,602
2018-03-31,602
2018-04-01,602
2018-04-02,602
2018-04-03,602
2018-04-04,602
2018-04-05,602
2018-04-06,602
2018-04-07,602
2018-04-08,602
2018-04-09,602
2018-04-10,602
2018-04-11,602
2018-04-12,602
2018-04-13,602
2018-04-14,602
2018-04-15,602
2018-04-16,602
2018-04-17,602
2018-04-18,602
2018-04-19,602
2018-04-20,602
2018-04-21,602
2018-04-22,602
2018-04-23,602
2018-04-24,602
2018-04-25,602
2018-04-26,602
2018-04-27,602
2018-04-28,602
2018-04-29,602
2018-04-30,602
2018-05-01,602
2018-05-02,602
2018-05-04,602
2018-05-05,602
2018-05-06,602
2018-05-07,602
2018-05-08,602
2018-05-09,602
2018-05-10,602
2018-05-11,602
2018-05-12,602
2018-05-13,602
2018-05-14,602
2018-05-15,602
2018-05-16,602
2018-05-17,602
2018-05-18,602
2018-05-19,602
2018-05-20,602
2018-05-21,602
2018-05-22,602
2018-05-23,602
2018-05-24,602
2018-05-25,602
2018-05-26,602
2018-05-27,602
2018-05-28,602
2018-05-29,602
2018-05-30,602
2018-05-31,602
2018-06-01,602
2018-06-02,602
2018-06-03,602
2018-06-04,602
2018-06-05,602
2018-06-06,602
2018-06-07,602
2018-06-08,602
2018-06-09,602
2018-06-10,602
2018-06-11,602
2018-06-12,602
2018-06-13,602
2018-06-14,602
2018-06-15,602
2018-06-16,602
2018-06-17,602
2018-06-18,602
2018-06-19,602
2018-06-20,602
2018-06-21,602
2018-06-22,602
2018-06-23,602
2018-06-24,602
2018-06-25,602
2018-06-26,602
2018-06-27,602
2018-06-28,602
2018-06-29,602
2018-06-30,602
2018-07-01,602
2018-07-02,602
2018-07-03,602
2018-07-04,602
2018-07-05,602
2018-07-06,602
2018-07-07,602
2018-07-08,602
2018-07-09,602
2018-07-10,602
2018-07-11,598
2018-07-12,598
2018-07-13,598
2018-07-14,598
2018-07-15,598
2018-07-16,598
2018-07-17,598
2018-07-18,598
2018-07-19,598
2018-07-20,598
2018-07-21,598
2018-07-22,598
2018-07-23,598
2018-07-24,598
2018-07-25,598
2018-07-26,598
2018-07-27,598
2018-07-28,598
2018-07-29,598
2018-07-30,598
2018-07-31,598
2018-08-01,598
2018-08-02,598
2018-08-03,598
2018-08-04,598
2018-08-05,598
2018-08-06,598
2018-08-07,598
2018-08-08,598
2018-08-09,598
2018-08-10,598
2018-08-11,598
2018-08-12,598
2018-08-14,598
2018-08-16,598
2018-08-17,598
2018-08-18,598
2018-08-19,598
2018-08-20,598
2018-08-21,598
2018-08-22,598
2018-08-23,598
2018-08-24,598
2018-08-25,598
2018-08-26,598
2018-08-27,598
2018-08-28,598
2018-08-29,598
2018-08-30,598
2018-08-31,598
2018-09-01,598
2018-09-02,598
2018-09-03,598
2018-09-04,598
2018-09-05,598
2018-09-06,598
2018-09-07,598
2018-09-08,598
2018-09-09,600
2018-09-10,600
2018-09-11,600
2018-09-12,600
2018-09-13,600
2018-09-14,600
2018-09-15,600
2018-09-16,600
2018-09-17,600
2018-09-18,600
2018-09-19,600
2018-09-20,600
2018-09-21,600
2018-09-22,600
2018-09-23,600
2018-09-24,600
2018-09-25,600
2018-09-26,600
2018-09-27,600
2018-09-28,600
2018-09-29,600
2018-09-30,600
2018-10-02,600
2018-10-03,600
2018-10-04,600
2018-10-05,600
2018-10-06,600
2018-10-07,600
2018-10-08,600
2018-10-09,600
2018-10-10,600
2018-10-11,600
2018-10-12,600
2018-10-13,600
2018-10-14,600
2018-10-15,600
2018-10-16,600
2018-10-17,600
2018-10-18,600
2018-10-19,600
2018-10-20,600
2018-10-21,600
2018-10-22,600
2018-10-23,600
2018-10-24,606
2018-10-25,606
2018-10-26,606
2018-10-27,606
2018-10-28,606
2018-10-29,606
2018-10-30,606
2018-10-31,606
2018-11-01,606
2018-11-03,606
2018-11-04,606
2018-11-05,606
2018-11-06,606
2018-11-07,606
2018-11-08,606
2018-11-09,606
2018-11-10,606
2018-11-11,606
2018-11-12,606
2018-11-13,606
2018-11-15,606
2018-11-16,606
2018-11-17,606
2018-11-18,606
2018-11-19,606
2018-11-20,606
2018-11-21,606
2018-11-22,606
2018-11-23,606
2018-11-24,606
2018-11-25,606
2018-11-26,606
2018-11-27,606
2018-11-28,606
2018-11-29,606
2018-12-01,606
2018-12-02,606
2018-12-03,606
2018-12-04,606
2018-12-05,606
2018-12-07,606
2018-12-09,606
2018-12-10,606
2018-12-11,606
2018-12-12,598
2018-12-13,598
2018-12-14,598
2018-12-15,598
2018-12-16,598
2018-12-17,598
2018-12-18,598
2018-12-19,598
2018-12-20,598
2018-12-21,598
2018-12-22,598
2018-12-23,598
2018-12-24,598
2018-12-25,598
2018-12-26,598
2018-12-27,598
2018-12-28,598
2018-12-29,598
2018-12-30,598
2018-12-31,598
2019-01-01,598
2019-01-02,598
2019-01-03,598
2019-01-04,588
2019-01-05,588
2019-01-06,588
2019-01-08,588
2019-01-10,588
2019-01-11,588
2019-01-12,588
2019-01-13,588
2019-01-14,588
2019-01-15,588
2019-01-16,588
2019-01-17,588
2019-01-18,588
2019-01-19,588
2019-01-20,588
2019-01-21,588
2019-01-22,583
2019-01-23,583
2019-01-24,583
2019-01-25,583
2019-01-26,583
2019-01-27,583
2019-01-28,583
2019-01-29,583
2019-01-30,583
2019-01-31,583
2019-02-01,583
2019-02-02,583
2019-02-03,583
2019-02-04,583
2019-02-05,583
2019-02-06,583
2019-02-07,583
2019-02-08,583
2019-02-09,583
2019-02-10,583
2019-02-11,585
2019-02-12,585
2019-02-13,585
2019-02-14,585
2019-02-15,585
2019-02-16,585
2019-02-17,585
2019-02-18,585
2019-02-19,585
2019-02-20,585
2019-02-21,585
2019-02-22,585
2019-02-23,585
2019-02-24,585
2019-02-25,585
2019-02-26,585
2019-02-27,585
2019-02-28,585
2019-03-01,585
2019-03-02,585
2019-03-03,585
2019-03-04,585
2019-03-05,585
2019-03-06,585
2019-03-07,585
2019-03-08,585
2019-03-09,585
2019-03-10,585
2019-03-11,585
2019-03-12,585
2019-03-13,585
2019-03-14,585
2019-03-15,585
2019-03-16,588
2019-03-17,588
2019-03-18,588
2019-03-19,588
2019-03-20,588
2019-03-21,588
2019-03-22,588
2019-03-23,588
2019-03-24,588
2019-03-25,588
2019-03-26,588
2019-03-27,588
2019-03-28,588
2019-03-29,588
2019-03-30,588
2019-03-31,588
2019-04-01,601
2019-04-02,601
2019-04-03,601
2019-04-04,601
2019-04-05,601
2019-04-06,601
2019-04-07,601
2019-04-08,601
2019-04-09,601
2019-04-10,601
2019-04-11,601
2019-04-12,601
2019-04-13,601
2019-04-14,601
2019-04-15,601
2019-04-16,601
2019-04-17,610
2019-04-18,610
2019-04-19,610
2019-04-20,610
2019-04-21,610
2019-04-22,610
2019-04-23,610
2019-04-24,610
2019-04-25,610
2019-04-26,610
2019-04-27,610
2019-04-28,610
2019-04-29,610
2019-04-30,610
2019-05-01,629
2019-05-02,629
2019-05-03,629
2019-05-04,629
2019-05-05,629
2019-05-06,629
2019-05-07,629
2019-05-08,629
2019-05-09,629
2019-05-10,629
2019-05-11,629
2019-05-12,629
2019-05-13,629
2019-05-14,629
2019-05-15,629
2019-05-16,626
2019-05-17,626
2019-05-18,626
2019-05-19,626
2019-05-20,626
2019-05-21,626
2019-05-22,626
2019-05-23,626
2019-05-24,626
2019-05-25,626
2019-05-26,626
2019-05-27,626
2019-05-28,626
2019-05-29,626
2019-05-30,626
2019-05-31,634
2019-06-01,634
2019-06-02,634
2019-06-03,634
2019-06-04,634
2019-06-05,634
2019-06-06,634
2019-06-07,634
2019-06-08,634
2019-06-09,634
2019-06-10,634
2019-06-11,634
2019-06-12,634
2019-06-13,634
2019-06-14,634
2019-06-15,634
2019-06-16,634
2019-06-17,634
2019-06-18,634
2019-06-19,634
2019-06-20,634
2019-06-21,634
2019-06-22,634
2019-06-23,634
2019-06-24,634
2019-06-25,634
2019-06-26,634
2019-06-27,634
2019-06-28,634
2019-06-29,634
2019-06-30,634
2019-07-01,634
2019-07-02,634
2019-07-03,634
2019-07-04,634
2019-07-05,634
2019-07-06,634
2019-07-07,634
2019-07-08,634
2019-07-09,634
2019-07-10,634
2019-07-11,634
2019-07-12,634
2019-07-13,634
2019-07-14,634
2019-07-15,634
2019-07-16,634
2019-07-17,634
2019-07-18,634
2019-07-19,634
2019-07-20,632
2019-07-21,632
2019-07-22,632
2019-07-23,632
2019-07-24,632
2019-07-25,632
2019-07-26,632
2019-07-27,632
2019-07-28,632
2019-07-29,632
2019-07-30,632
2019-07-31,632
2019-08-01,632
2019-08-02,632
2019-08-03,632
2019-08-04,632
2019-08-05,632
2019-08-06,632
2019-08-07,632
2019-08-08,632
2019-08-09,632
2019-08-10,632
2019-08-11,632
2019-08-12,632
2019-08-13,632
2019-08-14,632
2019-08-15,632
2019-08-16,632
2019-08-17,632
2019-08-18,632
2019-08-19,632
2019-08-20,632
2019-08-21,632
2019-08-22,632
2019-08-23,632
2019-08-24,632
2019-08-24,632
2019-08-25,632
2019-08-25,632
2019-08-26,630
2019-08-26,630
2019-08-27,630
2019-08-27,630
2019-08-28,630
2019-08-29,630
2019-08-30,630
2019-08-31,630
2019-09-01,630
2019-09-02,630
2019-09-03,630
2019-09-04,630
2019-09-05,630
2019-09-06,630
2019-09-07,630
2019-09-08,630
2019-09-09,630
2019-09-10,630
2019-09-11,630
2019-09-12,630
2019-09-13,630
2019-09-14,630
2019-09-15,630
2019-09-16,630
2019-09-17,630
2019-09-18,630
2019-09-19,630
2019-09-20,630
2019-09-21,630
2019-09-22,630
2019-09-23,630
2019-09-24,630
2019-09-25,630
2019-09-26,630
2019-09-27,630
2019-09-28,630
2019-09-29,630
2019-09-30,630
2019-10-01,630
2019-10-02,630
2019-10-03,630
2019-10-04,630
2019-10-05,630
2019-10-06,627
2019-10-07,627
2019-10-08,627
2019-10-09,627
2019-10-10,627
2019-10-11,627
2019-10-12,627
2019-10-13,627
2019-10-14,627
2019-10-15,627
2019-10-16,627
2019-10-17,627
2019-10-18,627
2019-10-19,627
2019-10-20,627
2019-10-21,627
2019-10-22,627
2019-10-23,627
2019-10-24,627
2019-10-25,631
2019-10-26,631
2019-10-27,631
2019-10-28,631
2019-10-29,631
2019-10-30,631
2019-10-31,631
2019-11-01,631
2019-11-02,631
2019-11-03,631
2019-11-04,631
2019-11-05,631
2019-11-06,631
2019-11-07,631
2019-11-08,631
2019-11-09,631
2019-11-10,631
2019-11-11,631
2019-11-12,631
2019-11-13,631
2019-11-14,631
2019-11-15,630
2019-11-16,630
2019-11-17,630
2019-11-18,630
2019-11-19,630
2019-11-20,630
2019-11-21,630
2019-11-22,630
2019-11-23,630
2019-11-24,630
2019-11-25,630
2019-11-26,630
2019-11-27,630
2019-11-28,630
2019-11-29,630
2019-11-30,630
2019-12-01,630
2019-12-02,630
2019-12-03,630
2019-12-04,630
2019-12-05,630
2019-12-06,630
2019-12-07,630
2019-12-08,630
2019-12-09,629
2019-12-10,629
2019-12-11,629
2019-12-12,629
2019-12-13,629
2019-12-14,629
2019-12-15,629
2019-12-16,629
2019-12-17,629
2019-12-18,629
2019-12-19,629
2019-12-20,629
2019-12-21,629
2019-12-22,629
2019-12-23,629
2019-12-24,629
2019-12-25,629
2019-12-26,629
2019-12-27,629
2019-12-28,629
2019-12-29,629
2019-12-30,628
2019-12-31,628
2020-01-01,628
2020-01-02,628
2020-01-03,628
2020-01-04,628
2020-01-05,628
2020-01-06,628
2020-01-07,628
2020-01-08,628
2020-01-09,628
2020-01-10,628
2020-01-11,628
2020-01-12,628
2020-01-13,628
2020-01-14,628
2020-01-15,628
2020-01-16,628
2020-01-17,631
2020-01-18,631
2020-01-19,631
2020-01-20,631
2020-01-21,631
2020-01-22,631
2020-01-23,631
2020-01-24,631
2020-01-25,631
2020-01-26,631
2020-01-27,631
2020-01-28,631
2020-01-29,631
2020-01-30,631
2020-01-31,631
2020-02-01,631
2020-02-02,631
2020-02-03,631
2020-02-04,649
2020-02-05,649
2020-02-06,649
2020-02-07,649
2020-02-08,649
2020-02-09,649
2020-02-10,649
2020-02-11,649
2020-02-12,649
2020-02-13,649
2020-02-14,649
2020-02-15,649
2020-02-16,649
2020-02-17,649
2020-02-18,649
2020-02-19,649
2020-02-20,649
2020-02-21,649
2020-02-22,668
2020-02-23,668
2020-02-24,668
2020-02-25,668
2020-02-26,668
2020-02-27,668
2020-02-28,668
2020-02-29,668
2020-03-01,668
2020-03-02,668
2020-03-03,668
2020-03-04,668
2020-03-05,668
2020-03-06,668
2020-03-07,668
2020-03-08,668
2020-03-09,668
2020-03-10,675
2020-03-11,675
2020-03-12,675
2020-03-13,675
2020-03-14,675
2020-03-15,675
2020-03-16,675
2020-03-17,675
2020-03-18,675
2020-03-19,675
2020-03-20,675
2020-03-21,675
2020-03-22,675
2020-03-23,675
2020-03-24,683
2020-03-25,683
2020-03-26,683
2020-03-27,683
2020-03-28,683
2020-03-29,683
2020-03-30,683
2020-03-31,683
2020-04-01,683
2020-04-02,683
2020-04-03,683
2020-04-04,704
2020-04-05,704
2020-04-06,704
2020-04-07,704
2020-04-08,704
2020-04-09,704
2020-04-10,704
2020-04-11,704
2020-04-12,706
2020-04-13,706
2020-04-14,706
2020-04-15,706
2020-04-16,706
2020-04-17,706
2020-04-18,706
2020-04-19,706
2020-04-20,715
2020-04-21,715
2020-04-22,715
2020-04-23,715
2020-04-24,715
2020-04-25,715
2020-04-26,715
2020-04-27,715
2020-04-28,730
2020-04-29,730
2020-04-30,730
2020-05-01,730
2020-05-02,730
2020-05-03,730
2020-05-04,730
2020-05-05,730
2020-05-06,730
2020-05-07,731
2020-05-08,731
2020-05-09,731
2020-05-10,731
2020-05-11,731
2020-05-12,731
2020-05-13,731
