date_obj,Dwarven%20stout price
2015-03-26,147
2015-03-27,147
2015-03-28,144
2015-03-29,144
2015-03-30,144
2015-03-31,144
2015-04-01,144
2015-04-02,144
2015-04-03,144
2015-04-04,141
2015-04-05,141
2015-04-06,141
2015-04-07,141
2015-04-08,142
2015-04-09,142
2015-04-10,142
2015-04-11,142
2015-04-12,135
2015-04-13,135
2015-04-14,135
2015-04-15,135
2015-04-16,128
2015-04-17,128
2015-04-18,128
2015-04-19,121
2015-04-20,121
2015-04-21,121
2015-04-22,121
2015-04-23,118
2015-04-24,118
2015-04-25,118
2015-04-26,118
2015-04-27,124
2015-04-28,124
2015-04-29,124
2015-04-30,124
2015-05-01,125
2015-05-02,125
2015-05-03,125
2015-05-04,125
2015-05-05,122
2015-05-06,122
2015-05-07,122
2015-05-08,120
2015-05-09,120
2015-05-10,120
2015-05-11,115
2015-05-12,115
2015-05-13,115
2015-05-14,111
2015-05-15,111
2015-05-16,111
2015-05-17,108
2015-05-18,108
2015-05-19,108
2015-05-20,108
2015-05-21,103
2015-05-22,103
2015-05-23,103
2015-05-24,97
2015-05-25,97
2015-05-26,97
2015-05-27,97
2015-05-28,94
2015-05-29,94
2015-05-30,93
2015-05-31,93
2015-06-01,93
2015-06-02,89
2015-06-03,89
2015-06-04,89
2015-06-05,85
2015-06-06,85
2015-06-07,85
2015-06-08,82
2015-06-09,82
2015-06-10,82
2015-06-11,77
2015-06-12,77
2015-06-13,77
2015-06-14,77
2015-06-15,77
2015-06-16,77
2015-06-17,76
2015-06-18,76
2015-06-19,76
2015-06-20,74
2015-06-21,74
2015-06-22,74
2015-06-23,72
2015-06-24,72
2015-06-25,72
2015-06-26,70
2015-06-27,70
2015-06-28,70
2015-06-29,69
2015-06-30,69
2015-07-01,69
2015-07-02,69
2015-07-03,69
2015-07-04,69
2015-07-05,69
2015-07-06,69
2015-07-07,66
2015-07-08,66
2015-07-09,66
2015-07-10,63
2015-07-11,63
2015-07-12,63
2015-07-13,63
2015-07-14,60
2015-07-15,60
2015-07-16,60
2015-07-17,60
2015-07-18,60
2015-07-19,60
2015-07-20,60
2015-07-21,60
2015-07-22,60
2015-07-23,60
2015-07-24,60
2015-07-25,60
2015-07-26,60
2015-07-27,60
2015-07-28,61
2015-07-29,61
2015-07-30,61
2015-07-31,61
2015-08-01,57
2015-08-02,57
2015-08-03,57
2015-08-04,56
2015-08-05,56
2015-08-06,56
2015-08-07,56
2015-08-08,56
2015-08-09,56
2015-08-10,56
2015-08-11,56
2015-08-12,56
2015-08-13,56
2015-08-14,56
2015-08-15,54
2015-08-16,54
2015-08-17,54
2015-08-18,56
2015-08-19,56
2015-08-20,56
2015-08-21,55
2015-08-22,55
2015-08-23,55
2015-08-24,54
2015-08-25,54
2015-08-26,54
2015-08-27,54
2015-08-28,53
2015-08-29,53
2015-08-30,53
2015-08-31,53
2015-09-01,54
2015-09-02,54
2015-09-03,54
2015-09-04,54
2015-09-05,55
2015-09-06,55
2015-09-07,55
2015-09-08,55
2015-09-09,58
2015-09-10,58
2015-09-11,58
2015-09-12,58
2015-09-13,58
2015-09-14,58
2015-09-15,58
2015-09-16,58
2015-09-17,58
2015-09-18,58
2015-09-19,58
2015-09-20,58
2015-09-21,58
2015-09-22,58
2015-09-23,58
2015-09-24,58
2015-09-25,58
2015-09-27,61
2015-09-28,61
2015-09-29,61
2015-09-30,65
2015-10-05,69
2015-10-06,69
2015-10-07,69
2015-10-08,72
2015-10-09,72
2015-10-10,72
2015-10-11,75
2015-10-12,75
2015-10-13,75
2015-10-14,75
2015-10-15,73
2015-10-16,73
2015-10-17,73
2015-10-18,73
2015-10-19,76
2015-10-20,76
2015-10-22,76
2015-10-23,76
2015-10-24,76
2015-10-25,76
2015-10-26,76
2015-10-27,75
2015-10-29,75
2015-10-30,75
2015-10-31,75
2015-11-01,74
2015-11-02,74
2015-11-03,74
2015-11-04,74
2015-11-05,74
2015-11-06,74
2015-11-07,74
2015-11-08,74
2015-11-09,74
2015-11-10,73
2015-11-11,73
2015-11-12,73
2015-11-13,73
2015-11-14,73
2015-11-15,75
2015-11-16,75
2015-11-17,75
2015-11-18,75
2015-11-19,75
2015-11-20,75
2015-11-21,75
2015-11-22,75
2015-11-23,74
2015-11-24,74
2015-11-25,74
2015-11-26,74
2015-11-27,74
2015-11-28,74
2015-11-29,74
2015-11-30,74
2015-12-01,74
2015-12-02,74
2015-12-03,74
2015-12-04,74
2015-12-05,74
2015-12-06,74
2015-12-07,74
2015-12-08,74
2015-12-09,78
2015-12-10,78
2015-12-11,78
2015-12-12,78
2015-12-13,79
2015-12-14,79
2015-12-15,79
2015-12-16,79
2015-12-17,83
2015-12-18,83
2015-12-19,83
2015-12-20,82
2015-12-21,82
2015-12-22,82
2015-12-23,78
2015-12-24,78
2015-12-25,78
2015-12-26,78
2015-12-27,78
2015-12-28,78
2015-12-29,78
2015-12-30,77
2015-12-31,77
2016-01-01,77
2016-01-02,77
2016-01-03,80
2016-01-04,80
2016-01-05,80
2016-01-06,81
2016-01-07,81
2016-01-08,81
2016-01-09,81
2016-01-10,84
2016-01-11,84
2016-01-12,84
2016-01-13,84
2016-01-14,87
2016-01-15,87
2016-01-16,87
2016-01-17,90
2016-01-18,90
2016-01-19,90
2016-01-20,88
2016-01-21,88
2016-01-22,88
2016-01-23,88
2016-01-24,88
2016-01-25,88
2016-01-26,86
2016-01-27,86
2016-01-28,86
2016-01-29,89
2016-01-30,89
2016-01-31,89
2016-02-01,86
2016-02-02,86
2016-02-03,86
2016-02-04,90
2016-02-05,90
2016-02-06,90
2016-02-07,90
2016-02-08,95
2016-02-09,95
2016-02-10,95
2016-02-11,100
2016-02-12,100
2016-02-13,100
2016-02-14,102
2016-02-15,102
2016-02-16,102
2016-02-17,103
2016-02-18,103
2016-02-19,103
2016-02-20,103
2016-02-21,104
2016-02-22,104
2016-02-23,104
2016-02-24,104
2016-02-25,108
2016-02-26,108
2016-02-27,108
2016-02-28,110
2016-02-29,110
2016-03-01,110
2016-03-02,109
2016-03-03,109
2016-03-04,109
2016-03-05,110
2016-03-06,110
2016-03-07,110
2016-03-08,114
2016-03-09,114
2016-03-10,114
2016-03-11,120
2016-03-12,120
2016-03-13,120
2016-03-14,126
2016-03-15,126
2016-03-16,126
2016-03-17,129
2016-03-18,129
2016-03-19,129
2016-03-20,134
2016-03-21,134
2016-03-22,134
2016-03-23,140
2016-03-24,140
2016-03-25,141
2016-03-26,141
2016-03-27,134
2016-03-28,134
2016-03-29,133
2016-03-30,133
2016-03-31,133
2016-04-01,133
2016-04-02,133
2016-04-03,134
2016-04-04,134
2016-04-05,134
2016-04-06,134
2016-04-07,135
2016-04-08,135
2016-04-09,132
2016-04-10,132
2016-04-11,132
2016-04-12,125
2016-04-13,125
2016-04-14,119
2016-04-15,119
2016-04-16,115
2016-04-17,115
2016-04-18,111
2016-04-19,111
2016-04-20,111
2016-04-21,109
2016-04-22,109
2016-04-23,106
2016-04-24,106
2016-04-25,107
2016-04-26,107
2016-04-27,109
2016-04-28,109
2016-04-29,107
2016-04-30,107
2016-05-01,101
2016-05-02,101
2016-05-03,96
2016-05-04,96
2016-05-05,94
2016-05-06,94
2016-05-07,92
2016-05-08,92
2016-05-09,92
2016-05-10,94
2016-05-11,94
2016-05-12,94
2016-05-13,96
2016-05-14,96
2016-05-15,94
2016-05-16,94
2016-05-17,97
2016-05-18,97
2016-05-19,99
2016-05-22,102
2016-05-23,101
2016-05-24,101
2016-05-25,104
2016-05-26,104
2016-05-27,107
2016-05-28,107
2016-05-29,105
2016-05-30,105
2016-05-31,109
2016-06-01,109
2016-06-02,104
2016-06-03,104
2016-06-04,99
2016-06-05,99
2016-06-06,97
2016-06-07,97
2016-06-08,95
2016-06-09,95
2016-06-10,95
2016-06-11,95
2016-06-12,96
2016-06-13,96
2016-06-14,96
2016-06-15,96
2016-06-16,100
2016-06-17,103
2016-06-18,103
2016-06-19,104
2016-06-20,104
2016-06-21,107
2016-06-22,107
2016-06-23,111
2016-06-24,111
2016-06-25,114
2016-06-26,114
2016-06-27,117
2016-06-28,117
2016-06-29,118
2016-06-30,118
2016-07-01,123
2016-07-02,123
2016-07-03,129
2016-07-04,129
2016-07-05,125
2016-07-06,125
2016-07-07,122
2016-07-08,122
2016-07-09,116
2016-07-10,116
2016-07-11,111
2016-07-12,111
2016-07-13,109
2016-07-14,109
2016-07-15,104
2016-07-16,104
2016-07-17,104
2016-07-18,104
2016-07-23,104
2016-07-24,104
2016-07-25,100
2016-07-26,100
2016-07-27,100
2016-07-28,95
2016-07-29,95
2016-07-30,97
2016-07-31,97
2016-08-01,97
2016-08-02,93
2016-08-03,93
2016-08-04,97
2016-08-05,97
2016-08-06,97
2016-08-07,97
2016-08-08,95
2016-08-09,95
2016-08-10,98
2016-08-11,98
2016-08-12,98
2016-08-13,97
2016-08-14,97
2016-08-15,97
2016-08-16,97
2016-08-17,97
2016-08-18,97
2016-08-19,97
2016-08-20,94
2016-08-21,94
2016-08-22,94
2016-08-23,98
2016-08-24,98
2016-08-25,98
2016-08-26,99
2016-08-28,97
2016-08-31,99
2016-09-01,99
2016-09-02,99
2016-09-03,99
2016-09-04,99
2016-09-05,100
2016-09-06,100
2016-09-07,100
2016-09-08,102
2016-09-09,102
2016-09-10,102
2016-09-11,108
2016-09-12,108
2016-09-13,107
2016-09-14,107
2016-09-15,107
2016-09-16,106
2016-09-17,106
2016-09-18,106
2016-09-19,103
2016-09-20,103
2016-09-21,103
2016-09-22,97
2016-09-23,97
2016-09-24,97
2016-09-25,92
2016-09-26,92
2016-09-27,92
2016-09-28,91
2016-09-29,91
2016-09-30,91
2016-10-01,92
2016-10-02,92
2016-10-03,92
2016-10-04,92
2016-10-05,94
2016-10-06,94
2016-10-07,94
2016-10-08,94
2016-10-09,94
2016-10-10,94
2016-10-11,93
2016-10-12,93
2016-10-13,93
2016-10-14,93
2016-10-15,93
2016-10-16,93
2016-10-17,94
2016-10-18,94
2016-10-19,94
2016-10-20,91
2016-10-21,91
2016-10-22,91
2016-10-23,94
2016-10-24,94
2016-10-25,94
2016-10-26,95
2016-10-27,95
2016-10-28,95
2016-10-29,97
2016-10-30,97
2016-10-31,97
2016-11-01,98
2016-11-02,98
2016-11-03,98
2016-11-04,98
2016-11-05,98
2016-11-06,98
2016-11-07,98
2016-11-08,98
2016-11-09,98
2016-11-10,97
2016-11-11,97
2016-11-12,97
2016-11-13,97
2016-11-14,97
2016-11-15,97
2016-12-07,77
2016-12-08,77
2016-12-09,73
2016-12-10,73
2016-12-11,69
2016-12-12,69
2016-12-13,65
2016-12-14,65
2016-12-15,61
2016-12-16,61
2016-12-17,57
2016-12-18,57
2016-12-19,57
2016-12-20,57
2016-12-21,57
2016-12-22,54
2016-12-23,54
2016-12-24,56
2016-12-25,56
2016-12-26,57
2016-12-27,57
2016-12-28,58
2016-12-29,58
2016-12-30,60
2016-12-31,60
2017-01-01,60
2017-01-02,60
2017-01-03,63
2017-01-04,63
2017-01-05,65
2017-01-06,65
2017-01-07,68
2017-01-08,68
2017-01-09,70
2017-01-10,70
2017-01-11,71
2017-01-12,71
2017-01-13,74
2017-01-14,74
2017-01-15,74
2017-01-16,74
2017-01-17,71
2017-01-18,71
2017-01-19,74
2017-01-20,74
2017-01-21,74
2017-01-22,74
2017-01-23,73
2017-01-27,73
2017-01-28,73
2017-01-29,75
2017-01-30,75
2017-01-31,72
2017-02-01,73
2017-02-02,73
2017-02-03,77
2017-02-04,77
2017-02-05,74
2017-02-06,74
2017-02-07,76
2017-02-08,76
2017-02-09,77
2017-02-10,80
2017-02-11,80
2017-02-12,81
2017-02-13,81
2017-02-14,80
2017-02-15,80
2017-02-16,83
2017-02-18,83
2017-02-19,87
2017-02-20,87
2017-02-21,92
2017-02-22,92
2017-02-23,92
2017-02-24,97
2017-02-25,97
2017-02-26,101
2017-02-27,101
2017-02-28,102
2017-03-01,102
2017-03-02,99
2017-03-03,99
2017-03-04,96
2017-03-05,96
2017-03-06,101
2017-03-07,101
2017-03-08,99
2017-03-09,99
2017-03-10,99
2017-03-11,99
2017-03-12,99
2017-03-13,99
2017-03-14,100
2017-03-15,100
2017-03-16,104
2017-03-17,104
2017-03-18,109
2017-03-19,109
2017-03-20,106
2017-03-21,106
2017-03-22,107
2017-03-23,107
2017-03-24,108
2017-03-25,108
2017-03-26,114
2017-03-27,114
2017-03-28,116
2017-03-29,116
2017-03-30,116
2017-03-31,116
2017-04-01,111
2017-04-02,111
2017-04-03,107
2017-04-04,107
2017-04-12,112
2017-04-13,116
2017-04-14,116
2017-04-15,118
2017-04-16,115
2017-04-17,115
2017-04-18,120
2017-04-19,120
2017-04-20,120
2017-04-21,120
2017-04-22,117
2017-04-23,117
2017-04-24,115
2017-04-25,112
2017-04-26,112
2017-04-27,112
2017-04-28,113
2017-04-29,113
2017-04-30,115
2017-05-01,115
2017-05-02,117
2017-05-03,117
2017-05-04,119
2017-05-05,119
2017-05-06,125
2017-05-07,125
2017-05-08,132
2017-05-09,139
2017-05-10,139
2017-05-11,146
2017-05-12,146
2017-05-13,154
2017-05-14,154
2017-05-15,154
2017-05-16,162
2017-05-17,162
2017-05-18,170
2017-05-19,170
2017-05-20,165
2017-05-21,165
2017-05-22,158
2017-05-23,158
2017-05-24,150
2017-05-25,150
2017-05-26,142
2017-05-27,142
2017-05-28,134
2017-05-29,134
2017-05-30,128
2017-05-31,128
2017-06-01,122
2017-06-02,122
2017-06-03,117
2017-06-04,111
2017-06-05,111
2017-06-06,113
2017-06-07,113
2017-06-08,118
2017-06-09,118
2017-06-10,112
2017-06-11,112
2017-06-12,107
2017-06-13,107
2017-06-14,102
2017-06-15,102
2017-06-16,104
2017-06-17,104
2017-06-18,104
2017-06-19,104
2017-06-20,103
2017-06-21,103
2017-06-22,104
2017-06-23,104
2017-06-24,108
2017-06-25,108
2017-06-26,105
2017-06-27,105
2017-06-28,108
2017-06-29,108
2017-06-30,105
2017-07-01,105
2017-07-02,99
2017-07-03,96
2017-07-04,96
2017-07-05,94
2017-07-06,94
2017-07-07,92
2017-07-08,92
2017-07-13,84
2017-07-14,79
2017-07-15,79
2017-07-16,75
2017-07-17,75
2017-07-18,71
2017-07-19,71
2017-07-20,67
2017-07-21,67
2017-07-22,63
2017-07-23,63
2017-07-24,59
2017-07-25,59
2017-07-26,56
2017-07-27,56
2017-07-28,53
2017-07-29,53
2017-07-30,52
2017-07-31,52
2017-08-01,52
2017-08-02,53
