date_obj,Fishing%20rod price
2015-03-26,131
2015-03-27,131
2015-03-28,136
2015-03-29,139
2015-03-30,146
2015-03-31,152
2015-04-01,152
2015-04-02,156
2015-04-03,159
2015-04-04,166
2015-04-05,166
2015-04-06,173
2015-04-07,179
2015-04-08,179
2015-04-09,184
2015-04-10,187
2015-04-11,195
2015-04-12,195
2015-04-13,202
2015-04-14,202
2015-04-15,199
2015-04-16,199
2015-04-17,197
2015-04-18,203
2015-04-19,197
2015-04-20,197
2015-04-21,204
2015-04-22,204
2015-04-23,206
2015-04-24,206
2015-04-25,205
2015-04-26,205
2015-04-27,201
2015-04-28,204
2015-04-29,204
2015-04-30,203
2015-05-01,207
2015-05-02,198
2015-05-03,198
2015-05-04,196
2015-05-05,196
2015-05-06,203
2015-05-07,211
2015-05-08,211
2015-05-09,218
2015-05-10,222
2015-05-11,222
2015-05-12,215
2015-05-13,215
2015-05-14,214
2015-05-15,214
2015-05-16,214
2015-05-17,216
2015-05-18,216
2015-05-19,216
2015-05-20,215
2015-05-21,215
2015-05-22,212
2015-05-23,212
2015-05-24,211
2015-05-25,220
2015-05-26,220
2015-05-27,222
2015-05-28,225
2015-05-29,224
2015-05-30,219
2015-05-31,219
2015-06-01,220
2015-06-02,220
2015-06-03,221
2015-06-04,223
2015-06-05,224
2015-06-06,217
2015-06-07,223
2015-06-08,223
2015-06-09,230
2015-06-10,228
2015-06-11,228
2015-06-12,216
2015-06-13,220
2015-06-14,224
2015-06-15,225
2015-06-16,220
2015-06-17,221
2015-06-18,215
2015-06-19,212
2015-06-20,209
2015-06-21,209
2015-06-22,212
2015-06-23,205
2015-06-24,204
2015-06-25,204
2015-06-26,194
2015-06-27,194
2015-06-28,189
2015-06-29,189
2015-06-30,195
2015-07-01,195
2015-07-02,195
2015-07-03,195
2015-07-04,204
2015-07-05,204
2015-07-06,210
2015-07-07,218
2015-07-08,225
2015-07-09,225
2015-07-10,231
2015-07-11,231
2015-07-12,242
2015-07-13,246
2015-07-14,249
2015-07-15,251
2015-07-16,243
2015-07-17,237
2015-07-18,237
2015-07-19,247
2015-07-20,257
2015-07-21,264
2015-07-22,268
2015-07-23,268
2015-07-24,269
2015-07-25,272
2015-07-26,261
2015-07-27,259
2015-07-28,262
2015-07-29,258
2015-07-30,258
2015-07-31,251
2015-08-01,261
2015-08-02,270
2015-08-03,274
2015-08-04,277
2015-08-05,269
2015-08-06,270
2015-08-07,270
2015-08-08,273
2015-08-09,271
2015-08-10,269
2015-08-11,262
2015-08-12,262
2015-08-13,264
2015-08-14,275
2015-08-15,275
2015-08-16,275
2015-08-17,280
2015-08-18,292
2015-08-19,305
2015-08-20,320
2015-08-21,332
2015-08-22,337
2015-08-23,337
2015-08-24,335
2015-08-25,335
2015-08-26,330
2015-08-27,333
2015-08-28,333
2015-08-29,327
2015-08-30,327
2015-08-31,322
2015-09-01,322
2015-09-02,322
2015-09-03,336
2015-09-04,353
2015-09-05,353
2015-09-06,368
2015-09-07,377
2015-09-08,371
2015-09-09,362
2015-09-10,358
2015-09-11,342
2015-09-12,342
2015-09-13,328
2015-09-14,328
2015-09-15,311
2015-09-16,311
2015-09-17,295
2015-09-18,295
2015-09-19,284
2015-09-20,284
2015-09-21,288
2015-09-22,280
2015-09-23,283
2015-09-24,283
2015-09-25,285
2015-09-27,281
2015-09-28,288
2015-09-29,288
2015-09-30,294
2015-10-05,260
2015-10-06,255
2015-10-07,255
2015-10-08,257
2015-10-09,252
2015-10-10,252
2015-10-11,250
2015-10-12,247
2015-10-13,247
2015-10-14,237
2015-10-15,235
2015-10-16,225
2015-10-17,225
2015-10-18,230
2015-10-19,230
2015-10-20,219
2015-10-22,217
2015-10-23,209
2015-10-24,209
2015-10-25,205
2015-10-26,198
2015-10-27,198
2015-10-29,197
2015-10-30,192
2015-10-31,198
2015-11-01,198
2015-11-02,207
2015-11-03,207
2015-11-04,217
2015-11-05,227
2015-11-06,227
2015-11-07,235
2015-11-08,235
2015-11-09,243
2015-11-10,243
2015-11-11,248
2015-11-12,248
2015-11-13,250
2015-11-14,252
2015-11-15,261
2015-11-16,261
2015-11-17,270
2015-11-18,270
2015-11-19,278
2015-11-20,285
2015-11-21,285
2015-11-22,286
2015-11-23,286
2015-11-24,294
2015-11-25,306
2015-11-26,306
2015-11-27,315
2015-11-28,308
2015-11-29,317
2015-11-30,324
2015-12-01,338
2015-12-02,342
2015-12-03,355
2015-12-04,355
2015-12-05,360
2015-12-06,352
2015-12-07,352
2015-12-08,352
2015-12-09,354
2015-12-10,358
2015-12-11,362
2015-12-12,362
2015-12-13,354
2015-12-14,354
2015-12-15,356
2015-12-16,349
2015-12-17,349
2015-12-18,351
2015-12-19,366
2015-12-20,372
2015-12-21,379
2015-12-22,371
2015-12-23,379
2015-12-24,379
2015-12-25,360
2015-12-26,342
2015-12-27,324
2015-12-28,307
2015-12-29,291
2015-12-30,276
2015-12-31,262
2016-01-01,262
2016-01-02,248
2016-01-03,235
2016-01-04,223
2016-01-05,211
2016-01-06,200
2016-01-07,190
2016-01-08,180
2016-01-09,176
2016-01-10,174
2016-01-11,180
2016-01-12,179
2016-01-13,179
2016-01-14,181
2016-01-15,183
2016-01-16,182
2016-01-17,181
2016-01-18,180
2016-01-19,180
2016-01-20,186
2016-01-21,186
2016-01-22,194
2016-01-23,200
2016-01-24,208
2016-01-25,219
2016-01-26,228
2016-01-27,219
2016-01-28,219
2016-01-29,208
2016-01-30,208
2016-01-31,197
2016-02-01,187
2016-02-02,177
2016-02-03,168
2016-02-04,159
2016-02-05,151
2016-02-06,143
2016-02-07,143
2016-02-08,135
2016-02-09,128
2016-02-10,121
2016-02-11,114
2016-02-12,108
2016-02-13,102
2016-02-14,102
2016-02-15,96
2016-02-16,91
2016-02-17,86
2016-02-18,86
2016-02-19,81
2016-02-20,76
2016-02-21,72
2016-02-22,72
2016-02-23,68
2016-02-24,64
2016-02-25,60
2016-02-26,60
2016-02-27,57
2016-02-28,54
2016-02-29,51
2016-03-01,49
2016-03-02,47
2016-03-03,46
2016-03-04,47
2016-03-05,46
2016-03-06,45
2016-03-07,45
2016-03-08,46
2016-03-09,47
2016-03-10,48
2016-03-11,47
2016-03-12,47
2016-03-13,48
2016-03-14,48
2016-03-15,48
2016-03-16,48
2016-03-17,49
2016-03-18,49
2016-03-19,48
2016-03-20,48
2016-03-21,48
2016-03-22,47
2016-03-23,47
2016-03-24,48
2016-03-25,48
2016-03-26,48
2016-03-27,48
2016-03-28,49
2016-03-29,46
2016-03-30,46
2016-03-31,46
2016-04-01,49
2016-04-02,49
2016-04-03,49
2016-04-04,48
2016-04-05,49
2016-04-06,49
2016-04-07,49
2016-04-08,47
2016-04-09,48
2016-04-10,49
2016-04-11,49
2016-04-12,51
2016-04-13,54
2016-04-14,56
2016-04-15,59
2016-04-16,62
2016-04-17,65
2016-04-18,69
2016-04-19,71
2016-04-20,74
2016-04-21,76
2016-04-22,76
2016-04-23,76
2016-04-24,78
2016-04-25,81
2016-04-26,85
2016-04-27,81
2016-04-28,80
2016-04-29,84
2016-04-30,89
2016-05-01,93
2016-05-02,97
2016-05-03,101
2016-05-04,104
2016-05-05,107
2016-05-06,107
2016-05-07,111
2016-05-08,116
2016-05-09,120
2016-05-10,122
2016-05-11,128
2016-05-12,134
2016-05-13,130
2016-05-14,133
2016-05-15,137
2016-05-16,138
2016-05-17,143
2016-05-18,144
2016-05-19,150
2016-05-22,146
2016-05-23,151
2016-05-24,159
2016-05-25,166
2016-05-26,162
2016-05-27,161
2016-05-28,161
2016-05-29,164
2016-05-30,164
2016-05-31,162
2016-06-01,153
2016-06-02,148
2016-06-03,144
2016-06-04,139
2016-06-05,135
2016-06-06,136
2016-06-07,136
2016-06-08,135
2016-06-09,136
2016-06-10,135
2016-06-11,131
2016-06-12,131
2016-06-13,129
2016-06-14,134
2016-06-15,133
2016-06-16,137
2016-06-17,136
2016-06-18,129
2016-06-19,130
2016-06-20,131
2016-06-21,135
2016-06-22,138
2016-06-23,140
2016-06-24,144
2016-06-25,148
2016-06-26,149
2016-06-27,149
2016-06-28,149
2016-06-29,148
2016-06-30,146
2016-07-01,145
2016-07-02,137
2016-07-03,136
2016-07-04,138
2016-07-05,139
2016-07-06,141
2016-07-07,137
2016-07-08,135
2016-07-09,136
2016-07-10,141
2016-07-11,144
2016-07-12,140
2016-07-13,137
2016-07-14,142
2016-07-15,148
2016-07-16,149
2016-07-17,148
2016-07-18,145
2016-07-23,145
2016-07-24,146
2016-07-25,153
2016-07-26,153
2016-07-27,158
2016-07-28,161
2016-07-29,168
2016-07-30,160
2016-07-31,160
2016-08-01,152
2016-08-02,144
2016-08-03,136
2016-08-04,130
2016-08-05,130
2016-08-06,134
2016-08-07,137
2016-08-08,137
2016-08-09,139
2016-08-10,137
2016-08-11,137
2016-08-12,143
2016-08-13,149
2016-08-14,153
2016-08-15,156
2016-08-16,159
2016-08-17,159
2016-08-18,163
2016-08-19,164
2016-08-20,166
2016-08-21,171
2016-08-22,174
2016-08-23,179
2016-08-24,185
2016-08-25,193
2016-08-26,193
2016-08-28,192
2016-08-31,201
2016-09-01,192
2016-09-02,192
2016-09-03,192
2016-09-04,196
2016-09-05,205
2016-09-06,206
2016-09-07,206
2016-09-08,211
2016-09-09,211
2016-09-10,218
2016-09-11,218
2016-09-12,220
2016-09-13,225
2016-09-14,225
2016-09-15,224
2016-09-16,224
2016-09-17,218
2016-09-18,220
2016-09-19,220
2016-09-20,220
2016-09-21,209
2016-09-22,198
2016-09-23,188
2016-09-24,188
2016-09-25,180
2016-09-26,180
2016-09-27,180
2016-09-28,177
2016-09-29,177
2016-09-30,172
2016-10-01,170
2016-10-02,170
2016-10-03,174
2016-10-04,179
2016-10-05,179
2016-10-06,174
2016-10-07,174
2016-10-08,177
2016-10-09,177
2016-10-10,183
2016-10-11,188
2016-10-12,188
2016-10-13,188
2016-10-14,185
2016-10-15,187
2016-10-16,181
2016-10-17,171
2016-10-18,171
2016-10-19,169
2016-10-20,160
2016-10-21,152
2016-10-22,152
2016-10-23,145
2016-10-24,143
2016-10-25,143
2016-10-26,142
2016-10-27,142
2016-10-28,140
2016-10-29,142
2016-10-30,139
2016-10-31,132
2016-11-01,132
2016-11-02,125
2016-11-03,124
2016-11-04,128
2016-11-05,128
2016-11-06,128
2016-11-07,121
2016-11-08,116
2016-11-09,114
2016-11-10,111
2016-11-11,109
2016-11-12,109
2016-11-13,110
2016-11-14,114
2016-11-15,111
2016-12-07,115
2016-12-08,112
2016-12-09,110
2016-12-10,106
2016-12-11,102
2016-12-12,96
2016-12-13,91
2016-12-14,89
2016-12-15,89
2016-12-16,91
2016-12-17,95
2016-12-18,97
2016-12-19,96
2016-12-20,98
2016-12-21,98
2016-12-22,96
2016-12-23,95
2016-12-24,95
2016-12-25,99
2016-12-26,102
2016-12-27,105
2016-12-28,107
2016-12-29,110
2016-12-30,112
2016-12-31,114
2017-01-01,109
2017-01-02,104
2017-01-03,101
2017-01-04,102
2017-01-05,106
2017-01-06,108
2017-01-07,105
2017-01-08,99
2017-01-09,94
2017-01-10,89
2017-01-11,84
2017-01-12,79
2017-01-13,75
2017-01-14,71
2017-01-15,67
2017-01-16,63
2017-01-17,60
2017-01-18,59
2017-01-19,58
2017-01-20,59
2017-01-21,59
2017-01-22,59
2017-01-23,59
2017-01-27,58
2017-01-28,59
2017-01-29,60
2017-01-30,62
2017-01-31,65
2017-02-01,67
2017-02-02,70
2017-02-03,73
2017-02-04,71
2017-02-05,67
2017-02-06,63
2017-02-07,62
2017-02-08,60
2017-02-09,60
2017-02-10,62
2017-02-11,65
2017-02-12,67
2017-02-13,66
2017-02-14,63
2017-02-15,62
2017-02-16,61
2017-02-18,62
2017-02-19,62
2017-02-20,62
2017-02-21,62
2017-02-22,61
2017-02-23,58
2017-02-24,59
2017-02-25,60
2017-02-26,62
2017-02-27,62
2017-02-28,62
2017-03-01,62
2017-03-02,61
2017-03-03,62
2017-03-04,62
2017-03-05,63
2017-03-06,66
2017-03-07,67
2017-03-08,68
2017-03-09,69
2017-03-10,71
2017-03-11,72
2017-03-12,71
2017-03-13,74
2017-03-14,78
2017-03-15,82
2017-03-16,87
2017-03-17,84
2017-03-18,79
2017-03-19,75
2017-03-20,71
2017-03-21,67
2017-03-22,63
2017-03-23,59
2017-03-24,58
2017-03-25,58
2017-03-26,58
2017-03-27,59
2017-03-28,56
2017-03-29,53
2017-03-30,55
2017-03-31,57
2017-04-01,60
2017-04-02,62
2017-04-03,62
2017-04-04,58
2017-04-12,63
2017-04-13,62
2017-04-14,60
2017-04-15,59
2017-04-16,59
2017-04-17,57
