date_obj,Spiky%20vambraces price
2015-03-26,6049
2015-03-27,6049
2015-03-28,6049
2015-03-29,6049
2015-03-30,6049
2015-03-31,6049
2015-04-01,6049
2015-04-02,5750
2015-04-03,5750
2015-04-04,5750
2015-04-05,5750
2015-04-06,5750
2015-04-07,5750
2015-04-08,5750
2015-04-09,5750
2015-04-10,5750
2015-04-11,5750
2015-04-12,5750
2015-04-13,5472
2015-04-14,5472
2015-04-15,5472
2015-04-16,5472
2015-04-17,5472
2015-04-18,5472
2015-04-19,5472
2015-04-20,5472
2015-04-21,5472
2015-04-22,5472
2015-04-23,5472
2015-04-24,5472
2015-04-25,5200
2015-04-26,5200
2015-04-27,5200
2015-04-28,5200
2015-04-29,5200
2015-04-30,5200
2015-05-01,5200
2015-05-02,5200
2015-05-03,5200
2015-05-04,5200
2015-05-05,5200
2015-05-06,5200
2015-05-07,4999
2015-05-08,4999
2015-05-09,4999
2015-05-10,4999
2015-05-11,4999
2015-05-12,4999
2015-05-13,4999
2015-05-14,4999
2015-05-15,4999
2015-05-16,4999
2015-05-17,4999
2015-05-18,4999
2015-05-19,4999
2015-05-20,4999
2015-05-21,4999
2015-05-22,4991
2015-05-23,4991
2015-05-24,4991
2015-05-25,4991
2015-05-26,4991
2015-05-27,4991
2015-05-28,4991
2015-05-29,4991
2015-05-30,4991
2015-05-31,4991
2015-06-01,5007
2015-06-02,5007
2015-06-03,5007
2015-06-04,5007
2015-06-05,5007
2015-06-06,5007
2015-06-07,5007
2015-06-08,5007
2015-06-09,5007
2015-06-10,5007
2015-06-11,5007
2015-06-12,4954
2015-06-13,4954
2015-06-14,4954
2015-06-15,4954
2015-06-16,4954
2015-06-17,4954
2015-06-18,4954
2015-06-19,4954
2015-06-20,4954
2015-06-21,4954
2015-06-22,5000
2015-06-23,5000
2015-06-24,5000
2015-06-25,5000
2015-06-26,5000
2015-06-27,5000
2015-06-28,5000
2015-06-29,5000
2015-06-30,5000
2015-07-01,5000
2015-07-02,5000
2015-07-03,5058
2015-07-04,5058
2015-07-05,5058
2015-07-06,5058
2015-07-07,5058
2015-07-08,5058
2015-07-09,5058
2015-07-10,5058
2015-07-11,5058
2015-07-12,5058
2015-07-13,5058
2015-07-14,5058
2015-07-15,5031
2015-07-16,5031
2015-07-17,5031
2015-07-18,5031
2015-07-19,5031
2015-07-20,5031
2015-07-21,5031
2015-07-22,5031
2015-07-23,5031
2015-07-24,5031
2015-07-25,5031
2015-07-26,5031
2015-07-27,5052
2015-07-28,5052
2015-07-29,5052
2015-07-30,5052
2015-07-31,5052
2015-08-01,5052
2015-08-02,5052
2015-08-03,5052
2015-08-04,5052
2015-08-05,5012
2015-08-06,5012
2015-08-07,5012
2015-08-08,5012
2015-08-09,5012
2015-08-10,5012
2015-08-11,5012
2015-08-12,5012
2015-08-13,5012
2015-08-14,5012
2015-08-15,5049
2015-08-16,5049
2015-08-17,5049
2015-08-18,5049
2015-08-19,5049
2015-08-20,5049
2015-08-21,5049
2015-08-22,5049
2015-08-23,5049
2015-08-24,5049
2015-08-25,5049
2015-08-26,4882
2015-08-27,4882
2015-08-28,4882
2015-08-29,4882
2015-08-30,4882
2015-08-31,4882
2015-09-01,4882
2015-09-02,4882
2015-09-03,4882
2015-09-04,4767
2015-09-05,4767
2015-09-06,4767
2015-09-07,4767
2015-09-08,4767
2015-09-09,4767
2015-09-10,4767
2015-09-11,4767
2015-09-12,4767
2015-09-13,4767
2015-09-14,4767
2015-09-15,4549
2015-09-16,4549
2015-09-17,4549
2015-09-18,4549
2015-09-19,4549
2015-09-20,4549
2015-09-21,4549
2015-09-22,4549
2015-09-23,4549
2015-09-24,4549
2015-09-25,4549
2015-09-27,4549
2015-09-28,4549
2015-09-29,4549
2015-09-30,4412
2015-10-05,4412
2015-10-06,4412
2015-10-07,4412
2015-10-08,4412
2015-10-09,4412
2015-10-10,4412
2015-10-11,4412
2015-10-12,4412
2015-10-13,4412
2015-10-14,4412
2015-10-15,4348
2015-10-16,4348
2015-10-17,4348
2015-10-18,4348
2015-10-19,4348
2015-10-20,4348
2015-10-22,4348
2015-10-23,4348
2015-10-24,4348
2015-10-25,4348
2015-10-26,4348
2015-10-27,4348
2015-10-29,4348
2015-10-30,4348
2015-10-31,4134
2015-11-01,4134
2015-11-02,4134
2015-11-03,4134
2015-11-04,4134
2015-11-05,4134
2015-11-06,4134
2015-11-07,4134
2015-11-08,4134
2015-11-09,4134
2015-11-10,4134
2015-11-11,4134
2015-11-12,3932
2015-11-13,3932
2015-11-14,3932
2015-11-15,3932
2015-11-16,3932
2015-11-17,3932
2015-11-18,3932
2015-11-19,3932
2015-11-20,3932
2015-11-21,3932
2015-11-22,3932
2015-11-23,3932
2015-11-24,3932
2015-11-25,3932
2015-11-26,3750
2015-11-27,3750
2015-11-28,3750
2015-11-29,3750
2015-11-30,3750
2015-12-01,3750
2015-12-02,3750
2015-12-03,3750
2015-12-04,3750
2015-12-05,3750
2015-12-06,3750
2015-12-07,3750
2015-12-08,3720
2015-12-09,3720
2015-12-10,3720
2015-12-11,3720
2015-12-12,3720
2015-12-13,3720
2015-12-14,3720
2015-12-15,3720
2015-12-16,3720
2015-12-17,3720
2015-12-18,3720
2015-12-19,3720
2015-12-20,3720
2015-12-21,3720
2015-12-22,3665
2015-12-23,3665
2015-12-24,3665
2015-12-25,3665
2015-12-26,3665
2015-12-27,3665
2015-12-28,3665
2015-12-29,3665
2015-12-30,3665
2015-12-31,3665
2016-01-01,3665
2016-01-02,3665
2016-01-03,3605
2016-01-04,3605
2016-01-05,3605
2016-01-06,3605
2016-01-07,3605
2016-01-08,3605
2016-01-09,3605
2016-01-10,3605
2016-01-11,3605
2016-01-12,3605
2016-01-13,3605
2016-01-14,3605
2016-01-15,3492
2016-01-16,3492
2016-01-17,3492
2016-01-18,3492
2016-01-19,3492
2016-01-20,3492
2016-01-21,3492
2016-01-22,3492
2016-01-23,3492
2016-01-24,3492
2016-01-25,3492
2016-01-26,3407
2016-01-27,3407
2016-01-28,3407
2016-01-29,3407
2016-01-30,3407
2016-01-31,3407
2016-02-01,3407
2016-02-02,3407
2016-02-03,3334
2016-02-04,3334
2016-02-05,3334
2016-02-06,3334
2016-02-07,3334
2016-02-08,3334
2016-02-09,3334
2016-02-10,3334
2016-02-11,3334
2016-02-12,3334
2016-02-13,3335
2016-02-14,3335
2016-02-15,3335
2016-02-16,3335
2016-02-17,3335
2016-02-18,3335
2016-02-19,3335
2016-02-20,3335
2016-02-21,3335
2016-02-22,3335
2016-02-23,3335
2016-02-24,3307
2016-02-25,3307
2016-02-26,3307
2016-02-27,3307
2016-02-28,3307
2016-02-29,3307
2016-03-01,3307
2016-03-02,3307
2016-03-03,3307
2016-03-04,3287
2016-03-05,3287
2016-03-06,3287
2016-03-07,3287
2016-03-08,3287
2016-03-09,3287
2016-03-10,3287
2016-03-11,3287
2016-03-12,3287
2016-03-13,3287
2016-03-14,3274
2016-03-15,3274
2016-03-16,3274
2016-03-17,3274
2016-03-18,3274
2016-03-19,3274
2016-03-20,3274
2016-03-21,3274
2016-03-22,3274
2016-03-23,3222
2016-03-24,3222
2016-03-25,3222
2016-03-26,3222
2016-03-27,3222
2016-03-28,3222
2016-03-29,3222
2016-03-30,3222
2016-03-31,3222
2016-04-01,3222
2016-04-02,3073
2016-04-03,3073
2016-04-04,3073
2016-04-05,3073
2016-04-06,3073
2016-04-07,3073
2016-04-08,3073
2016-04-09,3073
2016-04-10,3073
2016-04-11,3073
2016-04-12,2936
2016-04-13,2936
2016-04-14,2936
2016-04-15,2936
2016-04-16,2936
2016-04-17,2936
2016-04-18,2936
2016-04-19,2936
2016-04-20,2936
2016-04-21,2793
2016-04-22,2793
2016-04-23,2793
2016-04-24,2793
2016-04-25,2793
2016-04-26,2793
2016-04-27,2793
2016-04-28,2793
2016-04-29,2793
2016-04-30,2672
2016-05-01,2672
2016-05-02,2672
2016-05-03,2672
2016-05-04,2672
2016-05-05,2672
2016-05-06,2672
2016-05-07,2672
2016-05-08,2672
2016-05-09,2672
2016-05-10,2546
2016-05-11,2546
2016-05-12,2546
2016-05-13,2546
2016-05-14,2546
2016-05-15,2546
2016-05-16,2546
2016-05-17,2546
2016-05-18,2422
2016-05-19,2422
2016-05-22,2422
2016-05-23,2422
2016-05-24,2422
2016-05-25,2422
2016-05-26,2422
2016-05-27,2300
2016-05-28,2300
2016-05-29,2300
2016-05-30,2300
2016-05-31,2300
2016-06-01,2300
2016-06-02,2300
2016-06-03,2300
2016-06-04,2300
2016-06-05,2188
2016-06-06,2188
2016-06-07,2188
2016-06-08,2188
2016-06-09,2188
2016-06-10,2188
2016-06-11,2188
2016-06-12,2083
2016-06-13,2083
2016-06-14,2083
2016-06-15,2083
2016-06-16,2083
2016-06-17,2083
2016-06-18,2083
2016-06-19,2083
2016-06-20,1983
2016-06-21,1983
2016-06-22,1983
2016-06-23,1983
2016-06-24,1983
2016-06-25,1983
2016-06-26,1983
2016-06-27,1983
2016-06-28,1884
2016-06-29,1884
2016-06-30,1884
2016-07-01,1884
2016-07-02,1884
2016-07-03,1884
2016-07-04,1884
2016-07-05,1884
2016-07-06,1792
2016-07-07,1792
2016-07-08,1792
2016-07-09,1792
2016-07-10,1792
2016-07-11,1792
2016-07-12,1705
2016-07-13,1705
2016-07-14,1705
2016-07-15,1705
2016-07-16,1705
2016-07-17,1705
2016-07-18,1705
2016-07-24,1625
2016-07-25,1625
2016-07-26,1625
2016-07-27,1625
2016-07-28,1625
2016-07-29,1545
2016-07-30,1545
2016-07-31,1545
2016-08-01,1545
2016-08-02,1545
2016-08-03,1545
2016-08-04,1545
2016-08-05,1545
2016-08-06,1545
2016-08-07,1469
2016-08-08,1469
2016-08-09,1469
2016-08-10,1469
2016-08-11,1469
2016-08-12,1469
2016-08-13,1469
2016-08-14,1469
2016-08-15,1469
2016-08-16,1469
2016-08-17,1469
2016-08-18,1469
2016-08-19,1401
2016-08-20,1401
2016-08-21,1401
2016-08-22,1401
2016-08-23,1401
2016-08-24,1401
2016-08-25,1401
2016-08-26,1401
2016-08-28,1401
2016-08-31,1331
2016-09-01,1331
2016-09-02,1331
2016-09-03,1331
2016-09-04,1331
2016-09-05,1331
2016-09-06,1331
2016-09-07,1331
2016-09-08,1331
2016-09-09,1331
2016-09-10,1276
2016-09-11,1276
2016-09-12,1276
2016-09-13,1276
2016-09-14,1276
2016-09-15,1276
2016-09-16,1276
2016-09-17,1276
2016-09-18,1276
2016-09-19,1261
2016-09-20,1261
2016-09-21,1261
2016-09-22,1261
2016-09-23,1261
2016-09-24,1261
2016-09-25,1261
2016-09-26,1261
2016-09-27,1261
2016-09-28,1261
2016-09-29,1261
2016-09-30,1261
2016-10-01,1266
2016-10-02,1266
2016-10-03,1266
2016-10-04,1266
2016-10-05,1266
2016-10-06,1266
2016-10-07,1266
2016-10-08,1266
2016-10-09,1266
2016-10-11,1266
2016-10-12,1266
2016-10-13,1266
2016-10-14,1266
2016-10-15,1233
2016-10-16,1233
2016-10-17,1233
2016-10-18,1233
2016-10-19,1233
2016-10-20,1233
2016-10-21,1233
2016-10-22,1233
2016-10-23,1233
2016-10-24,1240
2016-10-25,1240
2016-10-26,1240
2016-10-27,1240
2016-10-28,1240
2016-10-29,1240
2016-10-30,1240
2016-10-31,1240
2016-11-01,1240
2016-11-02,1240
2016-11-03,1240
2016-11-04,1240
2016-11-05,1240
2016-11-06,1278
2016-11-07,1278
2016-11-08,1278
2016-11-09,1278
2016-11-10,1278
2016-11-11,1278
2016-11-12,1278
2016-11-13,1278
2016-11-14,1278
2016-12-08,1274
2016-12-09,1274
2016-12-10,1274
2016-12-11,1274
2016-12-12,1263
2016-12-13,1263
2016-12-14,1263
2016-12-15,1263
2016-12-16,1263
2016-12-17,1263
2016-12-18,1263
2016-12-19,1263
2016-12-20,1263
2016-12-21,1263
2016-12-22,1263
2016-12-23,1263
2016-12-24,1263
2016-12-25,1260
2016-12-26,1260
2016-12-27,1260
2016-12-28,1260
2016-12-29,1260
2016-12-30,1260
2016-12-31,1260
2017-01-01,1260
2017-01-02,1260
2017-01-03,1260
2017-01-04,1260
2017-01-05,1260
2017-01-06,1231
2017-01-07,1231
2017-01-08,1231
2017-01-09,1231
2017-01-10,1231
2017-01-11,1231
2017-01-12,1231
2017-01-13,1231
2017-01-14,1231
2017-01-15,1182
2017-01-16,1182
2017-01-17,1182
2017-01-18,1182
2017-01-19,1182
2017-01-20,1182
2017-01-21,1182
2017-01-22,1182
2017-01-27,1147
2017-01-28,1147
2017-01-29,1147
2017-01-30,1147
2017-01-31,1147
2017-02-01,1147
2017-02-02,1147
2017-02-03,1090
2017-02-04,1090
2017-02-05,1090
2017-02-06,1090
2017-02-07,1090
2017-02-08,1090
2017-02-09,1090
2017-02-10,1090
2017-02-11,1049
2017-02-12,1049
2017-02-13,1049
2017-02-14,1049
2017-02-15,1049
2017-02-16,1049
2017-02-18,1049
2017-02-19,1049
2017-02-20,1049
2017-02-21,1018
2017-02-22,1018
2017-02-23,1018
2017-02-24,1018
2017-02-25,1018
2017-02-26,1018
2017-02-27,1018
2017-02-28,1018
2017-03-01,1018
2017-03-02,1018
2017-03-03,1010
2017-03-04,1010
2017-03-05,1010
2017-03-06,1010
2017-03-07,1010
2017-03-08,1010
2017-03-09,1010
2017-03-10,1010
2017-03-11,1010
2017-03-12,1012
2017-03-13,1012
2017-03-14,1012
2017-03-15,1012
2017-03-16,1012
2017-03-17,1012
2017-03-18,1012
2017-03-19,1012
2017-03-20,1012
2017-03-21,1012
2017-03-22,1020
2017-03-23,1020
2017-03-24,1020
2017-03-25,1020
2017-03-26,1020
2017-03-27,1020
2017-03-28,1020
2017-03-29,1020
2017-03-30,1020
2017-03-31,1020
2017-04-01,1014
2017-04-02,1014
2017-04-03,1014
2017-04-04,1014
2017-04-12,996
2017-04-13,996
2017-04-14,996
2017-04-15,996
2017-04-16,996
2017-04-17,996
2017-04-18,996
2017-04-19,993
2017-04-20,993
2017-04-21,993
2017-04-22,993
2017-04-23,993
2017-04-24,993
2017-04-25,993
2017-04-26,993
2017-04-27,993
2017-04-28,951
2017-04-29,951
2017-04-30,951
2017-05-01,951
2017-05-02,951
2017-05-03,951
2017-05-04,951
2017-05-05,951
2017-05-06,951
2017-05-07,945
2017-05-08,945
2017-05-09,945
2017-05-10,945
2017-05-11,945
2017-05-12,945
2017-05-13,945
2017-05-14,945
2017-05-15,945
2017-05-16,945
2017-05-17,945
2017-05-18,936
2017-05-19,936
2017-05-20,936
2017-05-21,936
2017-05-22,936
2017-05-23,936
2017-05-24,936
2017-05-25,936
2017-05-26,936
2017-05-27,936
2017-05-28,936
2017-05-29,936
2017-05-30,926
2017-05-31,926
2017-06-01,926
2017-06-02,926
2017-06-03,926
2017-06-06,926
2017-06-07,926
2017-06-08,926
2017-06-09,917
2017-06-10,917
2017-06-11,917
2017-06-12,917
2017-06-13,917
2017-06-14,917
2017-06-15,917
2017-06-16,917
2017-06-17,917
2017-06-18,899
2017-06-19,899
2017-06-20,899
2017-06-21,899
2017-06-22,899
2017-06-23,899
2017-06-24,899
2017-06-25,899
2017-06-26,899
2017-06-27,899
2017-06-28,899
2017-06-29,899
2017-06-30,867
2017-07-01,867
2017-07-02,867
2017-07-03,867
2017-07-04,867
2017-07-05,867
2017-07-06,867
2017-07-07,867
2017-07-08,867
2017-07-13,859
2017-07-14,859
2017-07-15,859
2017-07-16,859
2017-07-17,859
2017-07-18,859
2017-07-19,859
2017-07-20,859
2017-07-21,859
2017-07-22,859
2017-07-23,839
2017-07-24,839
2017-07-25,839
2017-07-26,839
2017-07-27,839
2017-07-28,839
2017-07-29,839
2017-07-30,839
2017-07-31,839
2017-08-01,839
2017-08-02,802
2017-08-03,802
2017-08-04,802
2017-08-05,802
2017-08-06,802
2017-08-09,802
2017-08-10,764
2017-08-11,764
2017-08-12,764
2017-08-13,764
2017-08-14,764
2017-08-15,764
2017-08-17,764
2017-08-18,764
2017-08-19,764
2017-08-20,764
2017-08-21,734
2017-08-22,734
2017-08-23,734
2017-08-24,734
2017-08-25,734
2017-08-26,734
2017-08-27,734
2017-08-28,734
2017-08-29,734
2017-08-30,734
2017-08-31,723
2017-09-01,723
2017-09-02,723
2017-09-03,723
2017-09-04,723
2017-09-05,723
2017-09-06,723
2017-09-07,723
2017-09-08,723
2017-09-09,723
2017-09-10,689
2017-09-11,689
2017-09-12,689
2017-09-13,689
2017-09-14,689
2017-09-15,689
2017-09-16,689
2017-09-17,689
2017-09-19,689
2017-09-20,669
2017-09-21,669
2017-09-22,669
2017-09-23,669
2017-09-24,669
2017-09-25,669
2017-09-26,669
2017-09-27,669
2017-09-28,669
2017-09-29,669
2017-09-30,669
2017-10-01,670
2017-10-02,670
2017-10-03,670
2017-10-04,670
2017-10-05,670
2017-10-06,670
2017-10-07,670
2017-10-08,670
2017-10-09,670
2017-10-10,670
2017-10-11,670
2017-10-12,636
2017-10-13,636
2017-10-14,636
2017-10-15,636
2017-10-16,636
2017-10-17,636
2017-10-18,636
2017-10-19,636
2017-10-20,636
2017-10-21,636
2017-10-22,605
2017-10-23,605
2017-10-24,605
2017-10-25,605
2017-10-26,605
2017-10-27,605
2017-10-28,605
2017-10-29,605
2017-10-30,605
2017-10-31,605
2017-11-01,576
2017-11-02,576
2017-11-03,576
2017-11-04,576
2017-11-05,576
2017-11-06,576
2017-11-07,576
2017-11-08,576
2017-11-09,576
2017-11-10,576
2017-11-11,576
2017-11-12,548
2017-11-13,548
2017-11-14,548
2017-11-15,548
2017-11-16,548
2017-11-17,548
2017-11-18,548
2017-11-19,548
2017-11-20,548
2017-11-21,548
2017-11-22,548
2017-11-23,548
2017-11-24,521
2017-11-25,521
2017-11-26,521
2017-11-27,521
2017-11-28,521
2017-11-29,521
2017-11-30,521
2017-12-01,521
2017-12-02,521
2017-12-03,521
2017-12-04,518
2017-12-05,518
2017-12-06,518
2017-12-07,518
2017-12-08,518
2017-12-09,518
2017-12-10,518
2017-12-11,518
2017-12-12,518
2017-12-13,518
2017-12-14,518
2017-12-15,509
2017-12-16,509
2017-12-17,509
2017-12-18,509
2017-12-19,509
2017-12-20,509
2017-12-21,509
2017-12-22,509
2017-12-23,509
2017-12-24,509
2017-12-25,509
2017-12-26,509
2017-12-27,509
2017-12-28,509
2017-12-29,509
2017-12-30,509
2017-12-31,509
2018-01-01,509
2018-01-02,509
2018-01-03,509
2018-01-04,509
2018-01-05,507
2018-01-06,507
2018-01-07,507
2018-01-08,507
2018-01-09,507
2018-01-10,507
2018-01-11,507
2018-01-12,507
2018-01-13,507
2018-01-14,491
2018-01-15,491
2018-01-16,491
2018-01-17,491
2018-01-18,491
2018-01-19,491
2018-01-20,491
2018-01-21,491
2018-01-22,491
2018-01-23,494
2018-01-24,494
2018-01-25,494
2018-01-26,494
2018-01-27,494
2018-01-28,494
2018-01-29,494
2018-01-30,494
2018-02-01,494
2018-02-02,475
2018-02-04,475
2018-02-05,475
2018-02-06,475
2018-02-07,470
2018-02-08,470
2018-02-09,470
2018-02-10,470
2018-02-11,470
2018-02-12,460
2018-02-13,460
2018-02-14,460
2018-02-15,460
2018-02-16,460
2018-02-17,460
2018-02-18,461
2018-02-19,461
2018-02-20,461
2018-02-21,461
2018-02-22,460
2018-02-23,460
2018-02-24,460
2018-02-25,460
2018-02-26,460
2018-02-27,458
2018-02-28,458
2018-03-01,458
2018-03-02,458
2018-03-03,475
2018-03-04,475
2018-03-05,475
2018-03-06,475
2018-03-07,475
2018-03-08,489
2018-03-09,489
2018-03-10,489
2018-03-11,489
2018-03-12,498
2018-03-13,498
2018-03-14,498
2018-03-15,498
2018-03-16,498
2018-03-17,498
2018-03-18,502
2018-03-19,502
2018-03-20,502
2018-03-21,502
2018-03-23,502
2018-03-24,486
2018-03-26,486
2018-03-27,486
2018-03-28,486
2018-03-29,471
2018-03-30,471
2018-03-31,471
2018-04-01,471
2018-04-02,471
2018-04-03,471
2018-04-04,451
2018-04-05,451
2018-04-06,451
2018-04-08,451
2018-04-09,451
2018-04-10,452
2018-04-11,452
2018-04-12,452
2018-04-13,452
2018-04-14,452
2018-04-16,458
2018-04-17,458
2018-04-18,458
2018-04-19,458
2018-04-20,458
2018-04-21,443
2018-04-22,443
2018-04-23,443
2018-04-24,443
2018-04-25,443
2018-04-26,443
2018-04-27,455
2018-04-28,455
2018-04-29,455
2018-04-30,455
2018-05-01,455
2018-05-02,452
2018-05-03,452
2018-05-04,452
2018-05-05,452
2018-05-06,452
2018-05-07,452
2018-05-08,430
2018-05-09,430
2018-05-10,430
2018-05-11,430
2018-05-12,409
2018-05-13,409
2018-05-14,409
2018-05-15,409
2018-05-16,409
2018-05-17,389
2018-05-18,389
2018-05-19,389
2018-05-20,389
2018-05-21,372
2018-05-22,372
2018-05-23,372
2018-05-24,372
2018-05-25,372
2018-05-26,368
2018-05-27,368
2018-05-28,368
2018-05-29,368
2018-05-30,368
2018-05-31,368
2018-06-01,368
2018-06-02,368
2018-06-03,368
2018-06-04,366
