date_obj,Rainbow%20fish price
2015-03-26,178
2015-03-27,178
2015-03-28,178
2015-03-29,178
2015-03-30,178
2015-03-31,178
2015-04-01,178
2015-04-02,178
2015-04-03,178
2015-04-04,178
2015-04-05,178
2015-04-06,178
2015-04-07,178
2015-04-08,178
2015-04-09,178
2015-04-10,178
2015-04-11,178
2015-04-12,178
2015-04-13,178
2015-04-14,178
2015-04-15,178
2015-04-16,178
2015-04-17,178
2015-04-18,177
2015-04-19,177
2015-04-20,177
2015-04-21,177
2015-04-22,177
2015-04-23,177
2015-04-24,177
2015-04-25,177
2015-04-26,177
2015-04-27,177
2015-04-28,177
2015-04-29,177
2015-04-30,177
2015-05-01,177
2015-05-02,177
2015-05-03,177
2015-05-04,177
2015-05-05,177
2015-05-06,177
2015-05-07,177
2015-05-08,177
2015-05-09,177
2015-05-10,177
2015-05-11,177
2015-05-12,177
2015-05-13,177
2015-05-14,177
2015-05-15,177
2015-05-16,177
2015-05-17,177
2015-05-18,177
2015-05-19,177
2015-05-20,177
2015-05-21,177
2015-05-22,177
2015-05-23,174
2015-05-24,174
2015-05-25,174
2015-05-26,174
2015-05-27,174
2015-05-28,174
2015-05-29,174
2015-05-30,174
2015-05-31,174
2015-06-01,174
2015-06-02,174
2015-06-03,174
2015-06-04,174
2015-06-05,174
2015-06-06,174
2015-06-07,174
2015-06-08,174
2015-06-09,174
2015-06-10,174
2015-06-11,174
2015-06-12,174
2015-06-13,169
2015-06-14,169
2015-06-15,169
2015-06-16,169
2015-06-17,169
2015-06-18,169
2015-06-19,169
2015-06-20,169
2015-06-21,169
2015-06-22,169
2015-06-23,169
2015-06-24,169
2015-06-25,169
2015-06-26,169
2015-06-27,169
2015-06-28,169
2015-06-29,169
2015-06-30,169
2015-07-01,169
2015-07-02,169
2015-07-03,169
2015-07-04,169
2015-07-05,168
2015-07-06,168
2015-07-07,168
2015-07-08,168
2015-07-09,168
2015-07-10,168
2015-07-11,168
2015-07-12,168
2015-07-13,168
2015-07-14,168
2015-07-15,168
2015-07-16,168
2015-07-17,168
2015-07-18,168
2015-07-19,168
2015-07-20,168
2015-07-21,168
2015-07-22,168
2015-07-23,168
2015-07-24,168
2015-07-25,168
2015-07-26,168
2015-07-27,168
2015-07-28,168
2015-07-29,168
2015-07-30,168
2015-07-31,168
2015-08-01,168
2015-08-02,168
2015-08-03,168
2015-08-04,168
2015-08-05,168
2015-08-06,168
2015-08-07,168
2015-08-08,168
2015-08-09,168
2015-08-10,168
2015-08-11,168
2015-08-12,168
2015-08-13,168
2015-08-14,168
2015-08-15,168
2015-08-16,168
2015-08-17,168
2015-08-18,168
2015-08-19,168
2015-08-20,168
2015-08-21,168
2015-08-22,168
2015-08-23,168
2015-08-24,166
2015-08-25,166
2015-08-26,166
2015-08-27,166
2015-08-28,166
2015-08-29,166
2015-08-30,166
2015-08-31,166
2015-09-01,166
2015-09-02,166
2015-09-03,166
2015-09-04,166
2015-09-05,166
2015-09-06,166
2015-09-07,166
2015-09-08,166
2015-09-09,166
2015-09-10,166
2015-09-11,166
2015-09-12,166
2015-09-13,166
2015-09-14,166
2015-09-15,166
2015-09-16,166
2015-09-17,166
2015-09-18,166
2015-09-19,166
2015-09-20,162
2015-09-21,162
2015-09-22,162
2015-09-23,162
2015-09-24,162
2015-09-25,162
2015-09-27,162
2015-09-28,162
2015-09-29,162
2015-09-30,162
2015-10-05,162
2015-10-06,162
2015-10-07,162
2015-10-08,162
2015-10-09,162
2015-10-10,162
2015-10-11,162
2015-10-12,162
2015-10-13,162
2015-10-14,162
2015-10-15,162
2015-10-16,162
2015-10-17,162
2015-10-18,162
2015-10-19,162
2015-10-20,162
2015-10-22,162
2015-10-23,162
2015-10-24,162
2015-10-25,162
2015-10-26,162
2015-10-27,162
2015-10-29,162
2015-10-30,162
2015-10-31,162
2015-11-01,162
2015-11-02,162
2015-11-03,162
2015-11-04,162
2015-11-05,162
2015-11-06,162
2015-11-07,162
2015-11-08,162
2015-11-09,162
2015-11-10,162
2015-11-11,162
2015-11-12,162
2015-11-13,162
2015-11-14,162
2015-11-15,162
2015-11-16,157
2015-11-17,157
2015-11-18,157
2015-11-19,157
2015-11-20,157
2015-11-21,157
2015-11-22,157
2015-11-23,157
2015-11-24,157
2015-11-25,157
2015-11-26,157
2015-11-27,157
2015-11-28,157
2015-11-29,157
2015-11-30,157
2015-12-01,157
2015-12-02,157
2015-12-03,157
2015-12-04,157
2015-12-05,157
2015-12-06,157
2015-12-07,157
2015-12-08,157
2015-12-09,157
2015-12-10,157
2015-12-11,156
2015-12-12,156
2015-12-13,156
2015-12-14,156
2015-12-15,156
2015-12-16,156
2015-12-17,156
2015-12-18,156
2015-12-19,156
2015-12-20,156
2015-12-21,156
2015-12-22,156
2015-12-23,156
2015-12-24,156
2015-12-25,156
2015-12-26,156
2015-12-27,156
2015-12-28,156
2015-12-29,156
2015-12-30,156
2015-12-31,155
2016-01-01,155
2016-01-02,155
2016-01-03,155
2016-01-04,155
2016-01-05,155
2016-01-06,155
2016-01-07,155
2016-01-08,155
2016-01-09,155
2016-01-10,155
2016-01-11,155
2016-01-12,155
2016-01-13,155
2016-01-14,155
2016-01-15,155
2016-01-16,155
2016-01-17,155
2016-01-18,155
2016-01-19,155
2016-01-20,155
2016-01-21,155
2016-01-22,158
2016-01-23,158
2016-01-24,158
2016-01-25,158
2016-01-26,158
2016-01-27,158
2016-01-28,158
2016-01-29,158
2016-01-30,158
2016-01-31,158
2016-02-01,158
2016-02-02,158
2016-02-03,158
2016-02-04,158
2016-02-05,158
2016-02-06,158
2016-02-07,158
2016-02-08,158
2016-02-09,158
2016-02-10,158
2016-02-11,158
2016-02-12,158
2016-02-13,161
2016-02-14,161
2016-02-15,161
2016-02-16,161
2016-02-17,161
2016-02-18,161
2016-02-19,161
2016-02-20,161
2016-02-21,161
