date_obj,Spider%20carcass price
2015-03-26,9536
2015-03-27,9536
2015-03-28,9536
2015-03-29,9536
2015-03-30,9536
2015-03-31,9536
2015-04-01,9536
2015-04-02,9536
2015-04-03,9536
2015-04-04,9536
2015-04-05,9536
2015-04-06,9067
2015-04-07,9067
2015-04-08,9067
2015-04-09,9067
2015-04-10,9067
2015-04-11,9067
2015-04-12,9067
2015-04-13,9067
2015-04-14,9067
2015-04-15,9067
2015-04-16,9067
2015-04-17,9067
2015-04-18,9067
2015-04-19,9067
2015-04-20,8622
2015-04-21,8622
2015-04-22,8622
2015-04-23,8622
2015-04-24,8622
2015-04-25,8622
2015-04-26,8622
2015-04-27,8622
2015-04-28,8622
2015-04-29,8622
2015-04-30,8622
2015-05-01,8622
2015-05-02,8622
2015-05-03,8622
2015-05-04,8202
2015-05-05,8202
2015-05-06,8202
2015-05-07,8202
2015-05-08,8202
2015-05-09,8202
2015-05-10,8202
2015-05-11,8202
2015-05-12,8202
2015-05-13,8202
2015-05-14,8202
2015-05-15,8202
2015-05-16,8202
2015-05-17,8202
2015-05-18,7805
2015-05-19,7805
2015-05-20,7805
2015-05-21,7805
2015-05-22,7805
2015-05-23,7805
2015-05-24,7805
2015-05-25,7805
2015-05-26,7805
2015-05-27,7805
2015-05-28,7535
2015-05-29,7535
2015-05-30,7535
2015-05-31,7535
2015-06-01,7535
2015-06-02,7535
2015-06-03,7535
2015-06-04,7535
2015-06-05,7535
2015-06-06,7162
2015-06-07,7162
2015-06-08,7162
2015-06-09,7162
2015-06-10,7162
2015-06-11,7162
2015-06-12,7162
2015-06-13,7162
2015-06-14,7162
2015-06-15,7162
2015-06-16,6815
2015-06-17,6815
2015-06-18,6815
2015-06-19,6815
2015-06-20,6815
2015-06-21,6815
2015-06-22,6815
2015-06-23,6815
2015-06-24,6815
2015-06-25,6481
2015-06-26,6481
2015-06-27,6481
2015-06-28,6481
2015-06-29,6481
2015-06-30,6481
2015-07-01,6481
2015-07-02,6481
2015-07-03,6481
2015-07-04,6164
2015-07-05,6164
2015-07-06,6164
2015-07-07,6164
2015-07-08,6164
2015-07-09,6164
2015-07-10,6164
2015-07-11,6164
2015-07-12,6164
2015-07-13,6164
2015-07-14,5880
2015-07-15,5880
2015-07-16,5880
2015-07-17,5880
2015-07-18,5880
2015-07-19,5880
2015-07-20,5880
2015-07-21,5880
2015-07-22,5597
2015-07-23,5597
2015-07-24,5597
2015-07-25,5597
2015-07-26,5597
2015-07-27,5597
2015-07-28,5597
2015-07-29,5337
2015-07-30,5337
2015-07-31,5337
2015-08-01,5337
2015-08-02,5337
2015-08-03,5337
2015-08-04,5337
2015-08-05,5082
2015-08-06,5082
2015-08-07,5082
2015-08-08,5082
2015-08-09,5082
2015-08-10,5082
2015-08-11,5082
2015-08-12,4844
2015-08-13,4844
2015-08-14,4844
2015-08-15,4844
2015-08-16,4844
2015-08-17,4844
2015-08-18,4844
2015-08-19,4608
2015-08-20,4608
2015-08-21,4608
2015-08-22,4608
2015-08-23,4608
2015-08-24,4608
2015-08-25,4608
2015-08-26,4608
2015-08-27,4394
2015-08-28,4394
2015-08-29,4394
2015-08-30,4394
2015-08-31,4394
2015-09-01,4394
2015-09-02,4394
2015-09-03,4394
2015-09-04,4394
2015-09-05,4182
2015-09-06,4182
2015-09-07,4182
2015-09-08,4182
2015-09-09,4182
2015-09-10,4182
2015-09-11,4182
2015-09-12,4182
2015-09-13,3978
2015-09-14,3978
2015-09-15,3978
2015-09-16,3978
2015-09-17,3978
2015-09-18,3978
2015-09-19,3978
2015-09-20,3978
2015-09-21,3978
2015-09-22,3787
2015-09-23,3787
2015-09-24,3787
2015-09-25,3787
2015-09-27,3787
2015-09-28,3787
2015-09-29,3787
2015-09-30,3787
2015-10-05,3611
2015-10-06,3611
2015-10-07,3611
2015-10-08,3611
2015-10-09,3611
2015-10-10,3611
2015-10-11,3436
2015-10-12,3436
2015-10-13,3436
2015-10-14,3436
2015-10-15,3436
2015-10-16,3436
2015-10-17,3436
2015-10-18,3436
2015-10-19,3279
2015-10-20,3279
2015-10-22,3279
2015-10-23,3279
2015-10-24,3279
2015-10-25,3279
2015-10-26,3279
2015-10-27,3279
2015-10-29,3121
2015-10-30,3121
2015-10-31,3121
2015-11-01,3121
2015-11-02,3121
2015-11-03,3121
2015-11-04,3121
2015-11-05,3121
2015-11-06,3121
2015-11-07,2968
2015-11-08,2968
2015-11-09,2968
2015-11-10,2968
2015-11-11,2968
2015-11-12,2968
2015-11-13,2968
2015-11-14,2968
2015-11-15,2968
2015-11-16,2968
2015-11-17,2968
2015-11-18,2825
2015-11-19,2825
2015-11-20,2825
2015-11-21,2825
2015-11-22,2825
2015-11-23,2825
2015-11-24,2825
2015-11-25,2825
2015-11-26,2825
2015-11-27,2825
2015-11-28,2688
2015-11-29,2688
2015-11-30,2688
2015-12-01,2688
2015-12-02,2688
2015-12-03,2688
2015-12-04,2688
2015-12-05,2688
2015-12-06,2558
2015-12-07,2558
2015-12-08,2558
2015-12-09,2558
2015-12-10,2558
2015-12-11,2558
2015-12-12,2558
2015-12-13,2558
2015-12-14,2439
2015-12-15,2439
2015-12-16,2439
2015-12-17,2439
2015-12-18,2439
2015-12-19,2439
2015-12-20,2439
2015-12-21,2325
2015-12-22,2325
2015-12-23,2325
2015-12-24,2325
2015-12-25,2325
2015-12-26,2325
2015-12-27,2325
2015-12-28,2216
2015-12-29,2216
2015-12-30,2216
2015-12-31,2216
2016-01-01,2216
2016-01-02,2216
2016-01-03,2216
2016-01-04,2118
2016-01-05,2118
2016-01-06,2118
2016-01-07,2118
2016-01-08,2118
2016-01-09,2118
2016-01-10,2118
2016-01-11,2019
2016-01-12,2019
2016-01-13,2019
2016-01-14,2019
2016-01-15,2019
2016-01-16,2019
2016-01-17,1923
2016-01-18,1923
2016-01-19,1923
2016-01-20,1923
2016-01-21,1923
2016-01-22,1923
2016-01-23,1923
2016-01-24,1830
2016-01-25,1830
2016-01-26,1830
2016-01-27,1830
2016-01-28,1830
2016-01-29,1830
2016-01-30,1742
2016-01-31,1742
2016-02-01,1742
2016-02-02,1742
2016-02-03,1742
2016-02-04,1742
2016-02-05,1657
2016-02-06,1657
2016-02-07,1657
2016-02-08,1657
2016-02-09,1657
2016-02-10,1575
2016-02-11,1575
2016-02-12,1575
2016-02-13,1575
2016-02-14,1575
2016-02-15,1575
2016-02-16,1498
2016-02-17,1498
2016-02-18,1498
2016-02-19,1498
2016-02-20,1498
2016-02-21,1445
2016-02-22,1445
2016-02-23,1445
2016-02-24,1445
2016-02-25,1445
2016-02-26,1445
2016-02-27,1380
2016-02-28,1380
2016-02-29,1380
2016-03-01,1380
2016-03-02,1380
2016-03-03,1380
2016-03-04,1380
2016-03-05,1313
2016-03-06,1313
2016-03-07,1313
2016-03-08,1313
2016-03-09,1313
2016-03-10,1313
2016-03-11,1313
2016-03-12,1249
2016-03-13,1249
2016-03-14,1249
2016-03-15,1249
2016-03-16,1249
2016-03-17,1249
2016-03-18,1249
2016-03-19,1191
2016-03-20,1191
2016-03-21,1191
2016-03-22,1191
2016-03-23,1191
2016-03-24,1191
2016-03-25,1133
2016-03-26,1133
2016-03-27,1133
2016-03-28,1133
2016-03-29,1133
2016-03-30,1133
2016-03-31,1078
2016-04-01,1078
2016-04-02,1078
2016-04-03,1078
2016-04-04,1078
2016-04-05,1078
2016-04-06,1024
2016-04-07,1024
2016-04-08,1024
2016-04-09,1024
2016-04-10,1024
2016-04-11,1024
2016-04-12,1024
2016-04-13,975
2016-04-14,975
2016-04-15,975
2016-04-16,975
2016-04-17,975
2016-04-18,975
2016-04-19,975
2016-04-20,931
2016-04-21,931
2016-04-22,931
2016-04-23,931
2016-04-24,931
2016-04-25,931
2016-04-26,931
2016-04-27,931
2016-04-28,890
2016-04-29,890
2016-04-30,890
2016-05-01,890
2016-05-02,890
2016-05-03,890
2016-05-04,890
2016-05-05,890
2016-05-06,846
2016-05-07,846
2016-05-08,846
2016-05-09,846
2016-05-10,846
2016-05-11,846
2016-05-12,846
2016-05-13,846
2016-05-14,846
2016-05-15,806
2016-05-16,806
2016-05-17,806
2016-05-18,806
2016-05-19,806
2016-05-22,806
2016-05-23,769
2016-05-24,769
2016-05-25,769
2016-05-26,769
2016-05-27,769
2016-05-28,769
2016-05-29,769
2016-05-30,769
2016-05-31,732
2016-06-01,732
2016-06-02,732
2016-06-03,732
2016-06-04,732
2016-06-05,732
2016-06-06,732
2016-06-07,732
2016-06-08,712
2016-06-09,712
2016-06-10,712
2016-06-11,712
2016-06-12,712
2016-06-13,712
2016-06-14,712
2016-06-15,688
2016-06-16,688
2016-06-17,688
2016-06-18,688
2016-06-19,688
2016-06-20,688
2016-06-21,655
2016-06-22,655
2016-06-23,655
2016-06-24,655
2016-06-25,655
2016-06-26,655
2016-06-27,655
2016-06-28,655
2016-06-29,624
2016-06-30,624
2016-07-01,624
2016-07-02,624
2016-07-03,624
2016-07-04,624
2016-07-05,624
2016-07-06,624
2016-07-07,595
2016-07-08,595
2016-07-09,595
2016-07-10,595
2016-07-11,595
2016-07-12,595
2016-07-13,595
2016-07-14,567
2016-07-15,567
2016-07-16,567
2016-07-17,567
2016-07-18,567
2016-07-24,559
2016-07-25,559
2016-07-26,559
2016-07-27,559
2016-07-28,559
2016-07-29,559
2016-07-30,559
2016-07-31,559
2016-08-01,532
2016-08-02,532
2016-08-03,532
2016-08-04,532
2016-08-05,532
2016-08-06,532
2016-08-07,532
2016-08-08,532
2016-08-09,532
2016-08-10,532
2016-08-11,532
2016-08-12,511
2016-08-13,511
2016-08-14,511
2016-08-15,511
2016-08-16,511
2016-08-17,511
2016-08-18,511
2016-08-19,511
2016-08-20,511
2016-08-21,511
2016-08-22,511
2016-08-23,487
2016-08-24,487
2016-08-25,487
2016-08-26,487
2016-08-28,487
2016-08-31,464
2016-09-01,464
2016-09-02,464
2016-09-03,464
2016-09-04,464
2016-09-05,464
2016-09-06,464
2016-09-07,464
2016-09-08,464
2016-09-09,441
2016-09-10,441
2016-09-11,441
2016-09-12,441
2016-09-13,441
2016-09-14,441
2016-09-15,441
2016-09-16,441
2016-09-17,441
2016-09-18,441
2016-09-19,423
2016-09-20,423
2016-09-21,423
2016-09-22,423
2016-09-23,423
2016-09-24,423
2016-09-25,423
2016-09-26,423
2016-09-27,423
2016-09-28,423
2016-09-29,423
2016-09-30,442
2016-10-01,442
2016-10-02,442
2016-10-03,442
2016-10-04,442
2016-10-05,442
2016-10-06,442
2016-10-07,442
2016-10-08,442
2016-10-09,442
2016-10-11,442
2016-10-12,442
2016-10-13,442
2016-10-14,442
2016-10-15,442
2016-10-16,442
2016-10-17,442
2016-10-18,442
2016-10-19,442
2016-10-20,442
2016-10-21,442
2016-10-22,442
2016-10-23,442
2016-10-24,442
2016-10-25,447
2016-10-26,447
2016-10-27,447
2016-10-28,447
2016-10-29,447
2016-10-30,447
2016-10-31,447
2016-11-01,447
2016-11-02,447
2016-11-03,447
2016-11-04,447
2016-11-05,447
2016-11-06,424
2016-11-07,424
2016-11-08,424
2016-11-09,424
2016-11-10,424
2016-11-11,424
2016-11-12,424
2016-11-13,424
2016-11-14,424
2016-12-08,376
2016-12-09,376
2016-12-10,376
2016-12-11,376
2016-12-12,376
2016-12-13,376
2016-12-14,359
2016-12-15,359
2016-12-16,359
2016-12-17,359
2016-12-18,359
2016-12-19,359
2016-12-20,359
2016-12-21,359
2016-12-22,359
2016-12-23,342
2016-12-24,342
2016-12-25,342
2016-12-26,342
2016-12-27,342
2016-12-28,342
2016-12-29,342
2016-12-30,342
2016-12-31,326
2017-01-01,326
2017-01-02,326
2017-01-03,326
2017-01-04,326
2017-01-05,326
2017-01-06,326
2017-01-07,315
2017-01-08,315
2017-01-09,315
2017-01-10,315
2017-01-11,315
2017-01-12,315
2017-01-13,315
2017-01-14,315
2017-01-15,302
2017-01-16,302
2017-01-17,302
2017-01-18,302
2017-01-19,302
2017-01-20,302
2017-01-21,302
2017-01-22,302
2017-01-27,290
2017-01-28,290
2017-01-29,290
2017-01-30,283
2017-01-31,283
2017-02-01,283
2017-02-02,283
2017-02-03,283
2017-02-04,293
2017-02-05,293
2017-02-06,293
2017-02-07,293
2017-02-08,293
2017-02-09,293
2017-02-10,293
2017-02-11,282
2017-02-12,282
2017-02-13,282
2017-02-14,282
2017-02-15,282
2017-02-16,282
2017-02-18,282
2017-02-19,268
2017-02-20,268
2017-02-21,268
2017-02-22,268
2017-02-23,268
2017-02-24,268
2017-02-25,268
2017-02-26,268
2017-02-27,268
2017-02-28,256
2017-03-01,256
2017-03-02,256
2017-03-03,256
2017-03-04,256
2017-03-05,256
2017-03-06,256
