date_obj,Tiara price
2015-03-26,3630
2015-03-27,3630
2015-03-28,3449
2015-03-29,3282
2015-03-30,3282
2015-03-31,3117
2015-04-01,3117
2015-04-02,2963
2015-04-03,2822
2015-04-04,2685
2015-04-05,2685
2015-04-06,2550
2015-04-07,2550
2015-04-08,2426
2015-04-09,2426
2015-04-10,2304
2015-04-11,2304
2015-04-12,2188
2015-04-13,2188
2015-04-14,2079
2015-04-15,1978
2015-04-16,1978
2015-04-17,1883
2015-04-18,1790
2015-04-19,1702
2015-04-20,1702
2015-04-21,1617
2015-04-22,1617
2015-04-23,1538
2015-04-24,1538
2015-04-25,1463
2015-04-26,1463
2015-04-27,1389
2015-04-28,1320
2015-04-29,1320
2015-04-30,1255
2015-05-01,1194
2015-05-02,1136
2015-05-03,1136
2015-05-04,1080
2015-05-05,1080
2015-05-06,1026
2015-05-07,1026
2015-05-08,977
2015-05-09,931
2015-05-10,931
2015-05-11,887
2015-05-12,844
2015-05-13,844
2015-05-14,802
2015-05-15,802
2015-05-16,763
2015-05-17,724
2015-05-18,724
2015-05-19,688
2015-05-20,688
2015-05-21,688
2015-05-22,655
2015-05-23,655
2015-05-24,623
2015-05-25,593
2015-05-26,593
2015-05-27,564
2015-05-28,564
2015-05-29,537
2015-05-30,511
2015-05-31,511
2015-06-01,486
2015-06-02,486
2015-06-03,462
2015-06-04,462
2015-06-05,439
2015-06-06,439
2015-06-07,418
2015-06-08,418
2015-06-09,398
2015-06-10,398
2015-06-11,379
2015-06-12,379
2015-06-13,360
2015-06-14,360
2015-06-15,342
2015-06-16,342
2015-06-17,326
2015-06-18,326
2015-06-19,310
2015-06-20,310
2015-06-21,295
2015-06-22,295
2015-06-23,281
2015-06-24,281
2015-06-25,267
2015-06-26,267
2015-06-27,253
2015-06-28,253
2015-06-29,240
2015-06-30,240
2015-07-01,229
2015-07-02,229
2015-07-03,217
2015-07-04,217
2015-07-05,207
2015-07-06,207
2015-07-07,197
2015-07-08,197
2015-07-09,187
2015-07-10,187
2015-07-11,178
2015-07-12,178
2015-07-13,169
2015-07-14,169
2015-07-15,160
2015-07-16,160
2015-07-17,152
2015-07-18,152
2015-07-19,152
2015-07-20,144
2015-07-21,144
2015-07-22,137
2015-07-23,137
2015-07-24,131
2015-07-25,131
2015-07-26,131
2015-07-27,124
2015-07-28,124
2015-07-29,117
2015-07-30,117
2015-07-31,117
2015-08-01,111
2015-08-02,111
2015-08-03,105
2015-08-04,105
2015-08-05,100
2015-08-06,100
2015-08-07,96
2015-08-08,96
2015-08-09,91
2015-08-10,91
2015-08-11,86
2015-08-12,86
2015-08-13,86
2015-08-14,86
2015-08-15,81
2015-08-16,81
2015-08-17,81
2015-08-18,81
2015-08-19,76
2015-08-20,76
2015-08-21,76
2015-08-22,73
2015-08-23,73
2015-08-24,73
2015-08-25,73
2015-08-26,73
2015-08-27,69
2015-08-28,69
2015-08-29,69
2015-08-30,69
2015-08-31,65
2015-09-01,65
2015-09-02,65
2015-09-03,65
2015-09-04,61
2015-09-05,61
2015-09-06,61
2015-09-07,61
2015-09-08,61
2015-09-09,57
2015-09-10,57
2015-09-11,57
2015-09-12,57
2015-09-13,54
2015-09-14,54
2015-09-15,54
2015-09-16,54
2015-09-17,52
2015-09-18,52
2015-09-19,52
2015-09-20,52
2015-09-21,52
2015-09-22,49
2015-09-23,49
2015-09-24,49
2015-09-25,49
2015-09-27,46
2015-09-28,46
2015-09-29,46
2015-09-30,46
2015-10-05,47
2015-10-06,46
2015-10-07,46
2015-10-08,46
2015-10-09,46
2015-10-10,46
2015-10-11,43
2015-10-12,43
2015-10-13,43
2015-10-14,43
2015-10-15,43
2015-10-16,40
2015-10-17,40
2015-10-18,40
2015-10-19,40
2015-10-20,40
2015-10-22,38
2015-10-23,38
2015-10-24,38
2015-10-25,38
2015-10-26,36
2015-10-27,36
2015-10-29,36
2015-10-30,36
2015-10-31,36
2015-11-01,35
2015-11-02,35
2015-11-03,35
2015-11-04,35
2015-11-05,35
2015-11-06,35
2015-11-07,36
2015-11-08,36
2015-11-09,36
2015-11-10,36
2015-11-11,36
2015-11-12,36
2015-11-13,36
2015-11-14,36
2015-11-15,36
2015-11-16,36
2015-11-17,36
2015-11-18,36
2015-11-19,38
2015-11-20,38
2015-11-21,38
2015-11-22,38
2015-11-23,38
2015-11-24,38
2015-11-25,40
2015-11-26,40
2015-11-27,40
2015-11-28,40
2015-11-29,40
2015-11-30,41
2015-12-01,41
2015-12-02,41
2015-12-03,41
2015-12-04,41
2015-12-05,41
2015-12-06,43
2015-12-07,43
2015-12-08,43
2015-12-09,43
2015-12-10,43
2015-12-11,42
2015-12-13,42
2015-12-14,42
2015-12-15,42
2015-12-16,40
2015-12-17,40
2015-12-18,40
2015-12-19,40
2015-12-20,40
2015-12-21,40
2015-12-22,40
2015-12-23,40
2015-12-24,40
2015-12-25,40
2015-12-26,39
2015-12-27,39
2015-12-28,39
2015-12-29,39
2015-12-30,39
2015-12-31,39
2016-01-01,39
2016-01-02,39
2016-01-03,37
2016-01-04,37
2016-01-05,37
2016-01-06,37
2016-01-07,37
2016-01-08,37
2016-01-09,37
2016-01-10,37
2016-01-11,39
2016-01-12,39
2016-01-13,39
2016-01-14,41
2016-01-15,41
2016-01-16,41
2016-01-17,41
2016-01-18,44
2016-01-19,44
2016-01-20,44
2016-01-21,44
2016-01-22,47
2016-01-23,47
2016-01-24,47
2016-01-25,47
2016-01-26,49
2016-01-27,49
2016-01-28,49
2016-01-29,49
2016-01-30,48
2016-01-31,48
2016-02-01,48
2016-02-02,48
2016-02-03,46
2016-02-04,46
2016-02-05,46
2016-02-06,46
2016-02-07,44
2016-02-08,44
2016-02-09,44
2016-02-10,44
2016-02-11,46
2016-02-12,46
2016-02-13,46
2016-02-14,46
2016-02-15,46
2016-02-16,46
2016-02-17,46
2016-02-18,46
2016-02-19,46
2016-02-20,45
2016-02-21,45
2016-02-22,45
2016-02-23,45
2016-02-24,46
2016-02-25,46
2016-02-26,46
2016-02-27,46
2016-02-28,44
2016-02-29,44
2016-03-01,44
2016-03-02,44
2016-03-03,43
2016-03-04,43
2016-03-05,43
2016-03-06,43
2016-03-07,41
2016-03-08,41
2016-03-09,41
2016-03-10,41
2016-03-11,38
2016-03-12,38
2016-03-13,38
2016-03-14,38
2016-03-15,38
2016-03-16,38
2016-03-17,38
2016-03-18,38
2016-03-19,39
2016-03-20,39
2016-03-21,39
2016-03-22,39
2016-03-23,38
2016-03-24,38
2016-03-25,38
2016-03-26,38
2016-03-27,36
2016-03-28,36
2016-03-29,36
2016-03-30,36
2016-03-31,34
2016-04-01,34
2016-04-02,34
2016-04-03,34
2016-04-04,32
2016-04-05,32
2016-04-06,32
2016-04-07,32
2016-04-08,30
2016-04-09,30
2016-04-10,30
2016-04-11,30
2016-04-12,28
2016-04-13,28
2016-04-14,28
2016-04-15,28
2016-04-16,26
2016-04-17,26
2016-04-18,26
2016-04-19,24
2016-04-20,24
2016-04-21,24
2016-04-22,24
2016-04-23,22
2016-04-24,22
2016-04-25,22
2016-04-26,22
2016-04-27,21
2016-04-28,21
2016-04-29,21
2016-04-30,21
2016-05-01,20
2016-05-02,20
2016-05-03,20
2016-05-04,20
2016-05-05,20
2016-05-06,20
2016-05-07,20
2016-05-08,20
2016-05-09,20
2016-05-10,20
2016-05-11,20
2016-05-12,20
2016-05-13,19
2016-05-14,19
2016-05-15,19
2016-05-16,19
2016-05-17,18
2016-05-18,18
2016-05-19,18
2016-05-22,18
2016-05-23,18
2016-05-24,18
2016-05-25,18
2016-05-26,18
2016-05-27,18
2016-05-28,18
2016-05-29,18
2016-05-30,18
2016-05-31,19
2016-06-01,19
2016-06-02,19
2016-06-03,19
2016-06-04,19
2016-06-05,19
2016-06-06,19
2016-06-07,19
2016-06-08,20
2016-06-09,20
2016-06-10,20
2016-06-11,20
2016-06-12,20
2016-06-13,20
2016-06-14,20
2016-06-15,20
2016-06-16,20
2016-06-17,20
2016-06-18,20
2016-06-19,20
2016-06-20,20
2016-06-21,21
2016-06-22,21
2016-06-23,21
2016-06-24,21
2016-06-25,23
2016-06-26,23
2016-06-27,23
2016-06-28,23
2016-06-29,24
2016-06-30,24
2016-07-01,24
2016-07-02,24
2016-07-03,26
2016-07-04,26
2016-07-05,26
2016-07-06,27
2016-07-07,27
2016-07-08,27
2016-07-09,27
2016-07-10,28
2016-07-11,28
2016-07-12,28
2016-07-13,30
2016-07-14,30
2016-07-15,30
2016-07-16,31
2016-07-17,31
2016-07-18,31
2016-07-24,32
2016-07-25,32
2016-07-26,30
2016-07-27,30
2016-07-28,30
2016-07-29,29
2016-07-30,29
2016-07-31,29
2016-08-01,29
2016-08-02,28
2016-08-03,28
2016-08-04,28
2016-08-05,28
2016-08-06,27
2016-08-07,27
2016-08-08,27
2016-08-09,27
2016-08-10,27
2016-08-11,27
2016-08-12,27
2016-08-13,27
2016-08-14,27
2016-08-15,26
2016-08-16,26
2016-08-17,26
2016-08-18,26
2016-08-19,26
2016-08-20,25
2016-08-21,25
2016-08-22,25
2016-08-23,25
2016-08-24,25
2016-08-25,25
2016-08-26,25
2016-08-28,25
2016-08-31,24
2016-09-01,24
2016-09-02,24
2016-09-03,23
2016-09-04,23
2016-09-05,23
2016-09-06,23
2016-09-07,22
2016-09-08,22
2016-09-09,22
2016-09-10,22
2016-09-11,22
2016-09-12,22
2016-09-13,22
2016-09-14,22
2016-09-15,22
2016-09-16,22
2016-09-17,22
2016-09-18,23
2016-09-19,23
2016-09-20,23
2016-09-21,23
2016-09-22,23
2016-09-23,24
2016-09-24,24
2016-09-25,24
2016-09-26,24
2016-09-27,24
2016-09-28,24
2016-09-29,26
2016-09-30,26
2016-10-01,26
2016-10-02,26
2016-10-03,26
2016-10-04,27
2016-10-05,27
2016-10-06,27
2016-10-07,27
2016-10-08,27
2016-10-09,26
2016-10-10,26
2016-10-11,26
2016-10-12,26
2016-10-13,26
2016-10-14,26
2016-10-15,26
2016-10-16,26
2016-10-17,26
2016-10-18,26
2016-10-19,27
2016-10-20,27
2016-10-21,27
2016-10-22,27
2016-10-23,27
2016-10-24,28
2016-10-25,28
2016-10-26,28
2016-10-27,28
2016-10-28,28
2016-10-29,30
2016-10-30,30
2016-10-31,30
2016-11-01,30
2016-11-02,30
2016-11-03,31
2016-11-04,31
2016-11-05,31
