date_obj,Wolfbone%20arrowtips price
2015-03-26,18
2015-03-27,18
2015-03-28,18
2015-03-29,18
2015-03-30,18
2015-03-31,18
2015-04-01,18
2015-04-02,18
2015-04-03,18
2015-04-04,18
2015-04-05,18
2015-04-06,18
2015-04-07,18
2015-04-08,19
2015-04-09,19
2015-04-10,19
2015-04-11,19
2015-04-12,19
2015-04-13,19
2015-04-14,19
2015-04-15,19
2015-04-16,19
2015-04-17,19
2015-04-18,19
2015-04-19,19
2015-04-20,19
2015-04-21,19
2015-04-22,19
2015-04-23,20
2015-04-24,20
2015-04-25,20
2015-04-26,20
2015-04-27,20
2015-04-28,20
2015-04-29,20
2015-04-30,20
2015-05-01,20
2015-05-02,20
2015-05-03,20
2015-05-04,20
2015-05-05,20
2015-05-06,20
2015-05-07,21
2015-05-08,21
2015-05-09,21
2015-05-10,21
2015-05-11,21
2015-05-12,21
2015-05-13,21
2015-05-14,21
2015-05-15,21
2015-05-16,21
2015-05-17,21
2015-05-18,21
2015-05-19,23
2015-05-20,23
2015-05-21,23
2015-05-22,23
2015-05-23,23
2015-05-24,23
2015-05-25,23
2015-05-26,23
2015-05-27,23
2015-05-28,23
2015-05-29,23
2015-05-30,25
2015-05-31,25
2015-06-01,25
2015-06-02,25
2015-06-03,25
2015-06-04,25
2015-06-05,25
2015-06-06,25
2015-06-07,25
2015-06-08,25
2015-06-09,25
2015-06-10,27
2015-06-11,27
2015-06-12,27
2015-06-13,27
2015-06-14,27
2015-06-15,27
2015-06-16,27
2015-06-17,27
2015-06-18,27
2015-06-19,27
2015-06-20,27
2015-06-21,27
2015-06-22,29
2015-06-23,29
2015-06-24,29
2015-06-25,29
2015-06-26,29
2015-06-27,29
2015-06-28,29
2015-06-29,29
2015-06-30,29
2015-07-01,29
2015-07-02,29
2015-07-03,29
2015-07-04,29
2015-07-05,31
2015-07-06,31
2015-07-07,31
2015-07-08,31
2015-07-09,31
2015-07-10,31
2015-07-11,31
2015-07-12,31
2015-07-13,31
2015-07-14,31
2015-07-15,31
2015-07-16,31
2015-07-17,33
2015-07-18,33
2015-07-19,33
2015-07-20,33
2015-07-21,33
2015-07-22,33
2015-07-23,33
2015-07-24,33
2015-07-25,33
2015-07-26,33
2015-07-27,35
2015-07-28,35
2015-07-29,35
2015-07-30,35
2015-07-31,35
2015-08-01,35
2015-08-02,35
2015-08-03,35
2015-08-04,35
2015-08-05,36
2015-08-06,36
2015-08-07,36
2015-08-08,36
2015-08-09,36
2015-08-10,36
2015-08-11,36
2015-08-12,36
2015-08-13,36
2015-08-14,36
2015-08-15,36
2015-08-16,38
2015-08-17,38
2015-08-18,38
2015-08-19,38
2015-08-20,38
2015-08-21,38
2015-08-22,38
2015-08-23,38
2015-08-24,38
2015-08-25,38
2015-08-26,38
2015-08-27,39
2015-08-28,39
2015-08-29,39
2015-08-30,39
2015-08-31,39
2015-09-01,39
2015-09-02,39
2015-09-03,39
2015-09-04,39
2015-09-05,39
2015-09-06,39
2015-09-07,39
2015-09-08,39
2015-09-09,40
2015-09-10,40
2015-09-11,40
2015-09-12,40
2015-09-13,40
2015-09-14,40
2015-09-15,40
2015-09-16,40
2015-09-17,40
2015-09-18,40
2015-09-19,40
2015-09-20,41
2015-09-21,41
2015-09-22,41
2015-09-23,41
2015-09-24,41
2015-09-25,41
2015-09-27,41
2015-09-28,41
2015-09-29,41
2015-09-30,41
2015-10-05,43
2015-10-06,43
2015-10-07,43
2015-10-08,43
2015-10-09,43
2015-10-10,43
2015-10-11,43
2015-10-12,43
2015-10-13,43
2015-10-14,43
2015-10-15,43
2015-10-16,45
2015-10-17,45
2015-10-18,45
2015-10-19,45
2015-10-20,45
2015-10-22,45
2015-10-23,45
2015-10-24,45
2015-10-25,45
2015-10-26,45
2015-10-27,45
2015-10-29,46
2015-10-30,46
2015-10-31,46
2015-11-01,46
2015-11-02,46
2015-11-03,46
2015-11-05,46
2015-11-06,46
2015-11-07,46
2015-11-08,46
2015-11-09,46
2015-11-10,46
2015-11-11,46
2015-11-12,46
2015-11-13,47
2015-11-14,47
2015-11-15,47
2015-11-16,47
2015-11-17,47
2015-11-18,47
2015-11-19,47
2015-11-20,47
2015-11-21,47
2015-11-22,47
2015-11-23,47
2015-11-24,47
2015-11-25,47
2015-11-26,47
2015-11-27,49
2015-11-28,49
2015-11-29,49
2015-11-30,49
2015-12-01,49
2015-12-02,49
2015-12-03,49
2015-12-04,49
2015-12-05,49
2015-12-06,49
2015-12-07,49
2015-12-08,49
2015-12-09,49
2015-12-10,49
2015-12-11,51
2015-12-13,51
2015-12-14,51
2015-12-15,51
2015-12-16,51
2015-12-17,51
2015-12-18,51
2015-12-19,51
2015-12-20,51
2015-12-21,51
2015-12-22,53
2015-12-23,53
2015-12-24,53
2015-12-25,53
2015-12-26,53
2015-12-27,53
2015-12-28,53
2015-12-29,53
2015-12-30,53
2015-12-31,53
2016-01-01,53
2016-01-02,55
2016-01-03,55
2016-01-04,55
2016-01-05,55
2016-01-06,55
2016-01-07,55
2016-01-08,55
2016-01-09,55
2016-01-10,55
2016-01-11,55
2016-01-12,58
2016-01-13,58
2016-01-14,58
2016-01-15,58
2016-01-16,58
2016-01-17,58
2016-01-18,58
2016-01-19,58
2016-01-20,58
2016-01-21,58
2016-01-22,60
2016-01-23,60
2016-01-24,60
2016-01-25,60
2016-01-26,60
2016-01-27,60
2016-01-28,60
2016-01-29,60
2016-01-30,60
2016-01-31,60
2016-02-01,60
2016-02-02,60
2016-02-03,60
2016-02-04,60
2016-02-05,60
2016-02-06,60
2016-02-07,60
2016-02-08,60
2016-02-09,60
2016-02-10,60
2016-02-11,60
2016-02-12,63
2016-02-13,63
2016-02-14,63
2016-02-15,63
2016-02-16,63
2016-02-17,63
2016-02-18,63
2016-02-19,63
2016-02-20,63
2016-02-21,66
2016-02-22,66
2016-02-23,66
2016-02-24,66
2016-02-25,66
2016-02-26,66
2016-02-27,66
2016-02-28,66
2016-02-29,66
