date_obj,Iron%20javelin%20heads price
2016-05-05,60
2016-05-06,60
2016-05-07,60
2016-05-08,60
2016-05-09,60
2016-05-10,60
2016-05-11,60
2016-05-12,60
2016-05-13,60
2016-05-14,60
2016-05-15,60
2016-05-16,60
2016-05-17,60
2016-05-18,60
2016-05-19,60
2016-05-22,60
2016-05-23,60
2016-05-24,60
2016-05-25,60
2016-05-26,60
2016-05-27,60
2016-05-28,60
2016-05-29,60
2016-05-30,60
2016-05-31,60
2016-06-01,60
2016-06-02,60
2016-06-03,60
2016-06-04,60
2016-06-05,60
2016-06-06,60
2016-06-07,60
2016-06-08,60
2016-06-09,60
2016-06-10,60
2016-06-11,60
2016-06-12,60
2016-06-13,60
2016-06-14,60
2016-06-15,60
2016-06-16,60
2016-06-17,60
2016-06-18,60
2016-06-19,60
2016-06-20,60
2016-06-21,60
2016-06-22,60
2016-06-23,60
2016-06-24,60
2016-06-25,60
2016-06-26,60
2016-06-27,60
2016-06-28,60
2016-06-29,60
2016-06-30,60
2016-07-01,60
2016-07-02,60
2016-07-03,60
2016-07-04,60
2016-07-05,60
2016-07-06,60
2016-07-07,60
2016-07-08,60
2016-07-09,60
2016-07-10,60
2016-07-11,60
2016-07-12,60
2016-07-13,60
2016-07-14,60
2016-07-15,60
2016-07-16,60
2016-07-17,60
2016-07-18,60
2016-07-23,60
2016-07-24,60
2016-07-25,60
2016-07-26,60
2016-07-27,60
2016-07-28,60
2016-07-29,60
2016-07-30,61
2016-07-31,61
2016-08-01,61
2016-08-02,61
2016-08-03,61
2016-08-04,61
2016-08-05,61
2016-08-06,61
2016-08-07,61
2016-08-08,61
2016-08-09,61
2016-08-10,61
2016-08-11,61
2016-08-12,61
2016-08-13,61
2016-08-14,61
2016-08-15,61
2016-08-16,61
2016-08-17,61
2016-08-18,61
2016-08-19,61
2016-08-20,61
2016-08-21,61
2016-08-22,61
2016-08-23,61
2016-08-24,61
2016-08-25,61
2016-08-26,61
2016-08-28,61
2016-08-31,61
2016-09-01,61
2016-09-02,61
2016-09-03,61
2016-09-04,61
2016-09-05,61
2016-09-06,61
2016-09-07,61
2016-09-08,61
2016-09-09,61
2016-09-10,61
2016-09-11,61
2016-09-12,61
2016-09-13,60
2016-09-14,60
2016-09-15,60
2016-09-16,60
2016-09-17,60
2016-09-18,60
2016-09-19,60
2016-09-20,60
2016-09-21,60
2016-09-22,60
2016-09-23,60
2016-09-24,60
2016-09-25,60
2016-09-26,60
2016-09-27,60
2016-09-28,60
2016-09-29,60
2016-09-30,60
2016-10-01,60
2016-10-02,60
2016-10-03,60
2016-10-04,60
2016-10-05,60
2016-10-06,60
2016-10-07,60
2016-10-08,60
2016-10-09,60
2016-10-10,60
2016-10-11,60
2016-10-12,60
2016-10-13,60
2016-10-14,60
2016-10-15,60
2016-10-16,60
2016-10-17,60
2016-10-18,60
2016-10-19,60
2016-10-20,60
2016-10-21,60
2016-10-22,60
2016-10-23,60
2016-10-24,60
2016-10-25,60
2016-10-26,60
2016-10-27,60
2016-10-28,60
2016-10-29,58
2016-10-30,58
2016-10-31,58
2016-11-01,58
2016-11-02,58
2016-11-03,58
2016-11-04,58
2016-11-05,58
2016-11-06,58
2016-11-07,58
2016-11-08,58
2016-11-09,58
2016-11-10,58
2016-11-11,58
2016-11-12,58
2016-11-13,58
2016-11-14,58
2016-12-07,58
2016-12-08,58
2016-12-09,58
2016-12-10,58
2016-12-11,58
2016-12-12,58
2016-12-13,58
2016-12-14,58
2016-12-15,58
2016-12-16,58
2016-12-17,57
2016-12-18,57
2016-12-19,57
2016-12-20,57
2016-12-21,57
2016-12-22,57
2016-12-23,57
2016-12-24,57
2016-12-25,57
2016-12-26,57
2016-12-27,57
2016-12-28,57
2016-12-29,57
2016-12-30,57
2016-12-31,57
2017-01-01,57
2017-01-02,57
2017-01-03,57
2017-01-04,57
2017-01-05,57
2017-01-06,57
2017-01-07,57
2017-01-08,57
2017-01-09,57
2017-01-10,57
2017-01-11,57
2017-01-12,57
2017-01-13,57
2017-01-14,57
2017-01-15,57
2017-01-16,57
2017-01-17,57
2017-01-18,57
2017-01-19,57
2017-01-20,57
2017-01-21,57
2017-01-22,57
2017-01-23,57
2017-01-27,56
2017-01-28,56
2017-01-29,56
2017-01-30,56
2017-01-31,56
2017-02-01,56
2017-02-02,56
2017-02-03,56
2017-02-04,56
2017-02-05,56
2017-02-06,56
2017-02-07,56
2017-02-08,56
2017-02-09,56
2017-02-10,56
2017-02-11,56
2017-02-12,56
2017-02-13,56
2017-02-14,56
2017-02-15,56
2017-02-16,56
2017-02-18,56
2017-02-19,56
2017-02-20,56
2017-02-21,56
2017-02-22,56
2017-02-23,56
2017-02-24,56
2017-02-25,56
2017-02-26,56
2017-02-27,56
2017-02-28,57
2017-03-01,57
2017-03-02,57
2017-03-03,57
2017-03-04,57
2017-03-05,57
2017-03-06,57
2017-03-07,57
2017-03-08,57
2017-03-09,57
2017-03-10,57
2017-03-11,57
2017-03-12,57
2017-03-13,57
2017-03-14,57
2017-03-15,57
2017-03-16,57
2017-03-17,57
2017-03-18,57
2017-03-19,57
2017-03-20,57
2017-03-21,57
2017-03-22,57
2017-03-23,57
2017-03-24,57
2017-03-25,57
2017-03-26,57
2017-03-27,57
2017-03-28,57
2017-03-29,57
2017-03-30,57
2017-03-31,58
2017-04-01,58
2017-04-02,58
2017-04-03,58
2017-04-04,58
2017-04-12,58
2017-04-13,58
2017-04-14,58
2017-04-15,58
2017-04-16,58
2017-04-17,58
2017-04-18,58
2017-04-19,58
2017-04-20,58
2017-04-21,58
2017-04-22,58
2017-04-23,58
2017-04-24,58
2017-04-25,58
2017-04-26,58
2017-04-27,58
2017-04-28,58
2017-04-29,58
2017-04-30,58
2017-05-01,58
2017-05-02,58
2017-05-03,58
2017-05-04,58
2017-05-05,58
2017-05-06,58
2017-05-07,58
2017-05-08,58
2017-05-09,58
2017-05-10,58
2017-05-11,58
2017-05-12,58
2017-05-13,58
2017-05-14,58
2017-05-15,58
2017-05-16,58
2017-05-17,58
2017-05-18,58
2017-05-19,58
2017-05-20,58
2017-05-21,58
2017-05-22,58
2017-05-23,58
2017-05-24,58
2017-05-25,58
2017-05-26,58
2017-05-27,58
2017-05-28,58
2017-05-29,58
2017-05-30,58
2017-05-31,58
2017-06-01,58
2017-06-02,58
2017-06-03,58
2017-06-04,58
2017-06-06,58
2017-06-07,58
2017-06-08,58
2017-06-09,58
2017-06-10,58
2017-06-11,58
2017-06-12,58
2017-06-13,58
2017-06-14,58
2017-06-15,57
2017-06-16,57
2017-06-17,57
2017-06-18,57
2017-06-19,57
2017-06-20,57
2017-06-21,57
2017-06-22,57
2017-06-23,57
2017-06-24,57
2017-06-25,57
2017-06-26,57
2017-06-27,57
2017-06-28,57
2017-06-29,57
2017-06-30,57
2017-07-01,57
2017-07-02,57
2017-07-03,57
2017-07-04,57
2017-07-05,57
2017-07-06,57
2017-07-07,57
2017-07-08,57
2017-07-13,57
2017-07-14,57
2017-07-15,57
2017-07-16,57
2017-07-17,57
2017-07-18,57
2017-07-19,57
2017-07-20,56
2017-07-21,56
2017-07-22,56
2017-07-23,56
2017-07-24,56
2017-07-25,56
2017-07-26,56
2017-07-27,56
2017-07-28,56
2017-07-29,56
2017-07-30,56
2017-07-31,56
2017-08-01,56
2017-08-02,56
2017-08-03,56
2017-08-04,56
2017-08-05,56
2017-08-06,56
2017-08-09,56
2017-08-10,56
2017-08-11,56
2017-08-12,56
2017-08-13,56
2017-08-14,56
2017-08-15,56
2017-08-16,56
2017-08-17,56
2017-08-18,56
2017-08-19,54
2017-08-20,54
2017-08-21,54
2017-08-22,54
2017-08-23,54
2017-08-24,54
2017-08-25,54
2017-08-26,54
2017-08-27,54
2017-08-28,54
2017-08-29,54
2017-08-30,54
2017-08-31,54
2017-09-01,54
2017-09-02,54
2017-09-03,54
2017-09-04,54
2017-09-05,54
2017-09-06,54
2017-09-07,54
2017-09-08,54
2017-09-09,54
2017-09-10,54
2017-09-11,54
2017-09-12,54
2017-09-13,54
2017-09-14,54
2017-09-15,54
2017-09-16,54
2017-09-17,54
2017-09-19,54
